CODCLAVECIC,TT,MontoPD,ScoreApplicantVendida,TieneGarantia,MontoGarantiaBCP,NumSegmentoOrtogonal,FlgComportamientoPersona,MontoSolicitado,ProductoMic,TipoCreditoMic,TipoActivo,CampanaMic,RatioEndeudamiento,CantidadPlazo,Moneda,DeltaEntidades,PeriodoGracia,MontoTasaEspecial,NumMesesAntiguedad,V_CodLocalidad,RatioEndeudamientoU6MU12M,FlgTenenciaPasivo,MontoTipoCambio,MontoGarantiaComercial,MontoGarantiaAfectacion,NumPDVendida,ScoreApplicant,CAMPANIA_PYME,TEA_PIZARRA,TEA_10DD,MESAPERTURA,canal_venta,FECHA
216880997,0.075564081,0.05141,342,SIN,0,2,1,85000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.600754237,24,SOLES,0 o menos,0,0.22,167,1544,0.699648754,1,1,0,0,0.05141,342,REACTIVO,0.22,0.22,202311,TRADICIONAL,23/11/2023
216880981,0.075559912,0.06275,330,SIN,0,2,1,110000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.998469278,24,SOLES,0 o menos,0,0.2,171,220,1,1,1,0,0,0.06275,330,REACTIVO,0.2,0.2,202311,TRADICIONAL,23/11/2023
216880956,0.076758502,0.0698,324,SIN,0,4,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.79771773,36,SOLES,0 o menos,0,0.215,114,1306,1,1,1,0,0,0.0698,324,REACTIVO,0.215,0.215,202311,TRADICIONAL,23/11/2023
216880862,0.074930517,0.06344772,330,SIN,0,1,1,40000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.949938385,12,SOLES,Incrementa,0,0.33,194,1518,0.432804969,1,1,0,0,0.06344772,330,REACTIVO REMOTO,0.33,0.33,202311,DIGITAL,23/11/2023
216880832,0.075632075,0.03388,368,SIN,0,5,1,300000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,0 o menos,0,0.15,111,1310,1,1,1,0,0,0.03388,368,REACTIVO,0.15,0.15,202311,TRADICIONAL,23/11/2023
216880790,0.077670082,0.011978004,429,CON,332584.15,5,1,264000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.393376432,60,SOLES,0 o menos,0,0.145,176,1303,0.536667523,1,1,332584.15,332584.15,0.011978004,429,AFM,0.145,0.145,202311,TRADICIONAL,23/11/2023
216880817,0.075558095,0.04485,351,SIN,0,5,1,200000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.906819119,24,SOLES,0 o menos,0,0.15,211,1175,0.486181364,1,1,0,0,0.04485,351,REACTIVO,0.15,0.15,202311,TRADICIONAL,23/11/2023
216880809,0.075559698,0.0701,323,SIN,0,4,1,190000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.905501598,24,SOLES,0 o menos,0,0.175,59,245,0.799909483,1,1,0,0,0.0701,323,REACTIVO,0.175,0.175,202311,TRADICIONAL,23/11/2023
216880964,0.075647364,0.05844,335,SIN,0,4,1,50000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,Incrementa,0,0.225,439,1337,1,1,1,0,0,0.05844,335,REACTIVO,0.225,0.225,202311,TRADICIONAL,23/11/2023
216877034,0.080558506,0.002546206,519,CON,52140,14,1,198000,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,1,120,SOLES,Incrementa,0,0.165,48,1318,1,1,1,52140,52140,0.002546206,519,AFI,0.165,0.165,202311,TRADICIONAL,23/11/2023
216880834,0.075568251,0.05376,340,SIN,0,3,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.513972056,24,SOLES,0 o menos,0,0.24,118,1311,0.385155631,1,1,0,0,0.05376,340,REACTIVO,0.24,0.24,202311,TRADICIONAL,23/11/2023
216880957,0.075561622,0.07229,322,SIN,0,5,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.391534422,24,SOLES,Incrementa,0,0.21,243,1319,0.924279415,1,1,0,0,0.07229,322,REACTIVO,0.21,0.21,202311,TRADICIONAL,23/11/2023
216880989,0.075556277,0.02558,384,SIN,0,2,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.719905548,24,SOLES,0 o menos,0,0.18,197,1326,0.450118428,1,1,0,0,0.02558,384,REACTIVO,0.18,0.18,202311,TRADICIONAL,23/11/2023
216880987,0.075645332,0.07033,323,SIN,0,3,1,120000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,Incrementa,0,0.215,183,945,1,1,1,0,0,0.07033,323,REACTIVO,0.215,0.215,202311,TRADICIONAL,23/11/2023
216880963,0.07594494,0.05019,344,SIN,0,5,1,159586,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.746347958,24,SOLES,0 o menos,0,0.169,111,1298,0.472243287,1,1,0,0,0.05019,344,REACTIVO,0.169,0.169,202311,TRADICIONAL,23/11/2023
216880958,0.075512447,0.05323,340,SIN,0,5,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.164857978,24,SOLES,Incrementa,0,0.22,156,1308,0.288212697,1,1,0,0,0.05323,340,REACTIVO,0.22,0.22,202311,TRADICIONAL,23/11/2023
216880986,0.078085051,0.017214644,408,CON,374624.32,11,0,300000,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.41946564,72,SOLES,Incrementa,0,0.134,252,174,0.43108089,1,1,374624.32,374624.32,0.017214644,408,AFI,0.134,0.134,202311,TRADICIONAL,23/11/2023
216880833,0.075558415,0.04464,351,SIN,0,5,1,140000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,0 o menos,0,0.185,105,1298,1,1,1,0,0,0.04464,351,REACTIVO,0.185,0.185,202311,TRADICIONAL,23/11/2023
216880827,0.075554674,0.06123,332,CON,1136908,11,1,400000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.525332811,24,SOLES,0 o menos,0,0.155,343,1104,0.531795614,1,1,1136908,1136908,0.06123,332,REACTIVO,0.155,0.155,202311,TRADICIONAL,23/11/2023
216880823,0.07813112,0.035551735,365,CON,458527.02,5,1,310000,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.637792596,72,SOLES,Incrementa,0,0.136,110,607,0.69052237,1,1,458527.02,458527.02,0.035551735,365,MULTIPROPOSITO,0.136,0.136,202311,TRADICIONAL,23/11/2023
216880813,0.07557103,0.12186,288,SIN,0,5,1,50536,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.751972463,24,SOLES,0 o menos,0,0.26,148,1783,0.781446338,1,1,0,0,0.12186,288,REACTIVO,0.26,0.26,202311,TRADICIONAL,23/11/2023
216880982,0.075094967,0.06388,329,SIN,0,1,1,130000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.621429359,18,SOLES,0 o menos,0,0.26,96,973,0.561302749,1,1,0,0,0.06388,329,REACTIVO,0.26,0.26,202311,TRADICIONAL,23/11/2023
216880967,0.07564715,0.04075,357,SIN,0,1,1,130000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.410245728,25,SOLES,0 o menos,0,0.195,110,1305,0.650457236,1,1,0,0,0.04075,357,REACTIVO,0.195,0.195,202311,TRADICIONAL,23/11/2023
216880976,0.075099028,0.0398,358,SIN,0,5,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.519895208,18,SOLES,0 o menos,0,0.255,47,411,0.394727186,1,1,0,0,0.0398,358,REACTIVO,0.255,0.255,202311,TRADICIONAL,23/11/2023
216880815,0.075554139,0.06869,325,SIN,0,1,0,130000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.265816537,24,SOLES,0 o menos,0,0.185,199,444,0.291924833,1,1,0,0,0.06869,325,REACTIVO,0.185,0.185,202311,TRADICIONAL,23/11/2023
216880901,0.075093791,0.04816035,346,SIN,0,3,1,120000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,0 o menos,0,0.16,119,1311,1,1,1,0,0,0.04816035,346,REACTIVO REMOTO,0.16,0.16,202311,DIGITAL,23/11/2023
216880808,0.075562264,0.0344,367,SIN,0,4,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.541352888,24,SOLES,Incrementa,0,0.189,129,1335,0.538142753,1,1,0,0,0.0344,367,REACTIVO,0.189,0.189,202311,TRADICIONAL,23/11/2023
216880798,0.074945048,0.05988504,333,SIN,0,5,0,99000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.459734754,12,SOLES,0 o menos,0,0.2,53,1318,0.511230223,1,1,0,0,0.05988504,333,REACTIVO REMOTO,0.2,0.2,202311,DIGITAL,23/11/2023
216877139,0.076748871,0.03982,358,SIN,0,14,1,50000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.156057864,36,SOLES,Incrementa,0,0.2,260,328,0.719803623,1,1,0,0,0.03982,358,REACTIVO,0.2,0.2,202311,TRADICIONAL,23/11/2023
216880826,0.076746731,0.024177209,388,CON,1330220.76,1,0,196000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.556816148,36,SOLES,0 o menos,0,0.145,139,1538,0.604010867,1,1,1330220.76,1330220.76,0.024177209,388,AFM,0.145,0.145,202311,TRADICIONAL,23/11/2023
216877051,0.075094219,0.10359871,299,SIN,0,14,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,Incrementa,0,0.2,24,1782,1,1,1,0,0,0.10359871,299,REACTIVO REMOTO,0.2,0.2,202311,DIGITAL,23/11/2023
216880884,0.074938103,0.08527404,311,SIN,0,4,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,12,SOLES,Incrementa,0,0.26,80,1338,0.999996647,1,1,0,0,0.08527404,311,REACTIVO REMOTO,0.26,0.26,202311,DIGITAL,23/11/2023
216880835,0.075562478,0.04487,351,SIN,0,4,1,125000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.421805582,24,SOLES,Incrementa,0,0.19,103,1332,0.459427266,1,1,0,0,0.04487,351,REACTIVO,0.19,0.19,202311,TRADICIONAL,23/11/2023
216881001,0.075575948,0.09022,308,SIN,0,5,1,128400,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.497277992,24,SOLES,0 o menos,0,0.285,52,1736,0.464647609,1,1,0,0,0.09022,308,REACTIVO,0.285,0.285,202311,TRADICIONAL,23/11/2023
216880988,0.075554567,0.04588,349,SIN,0,5,1,200000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.23784412,24,SOLES,0 o menos,0,0.1675,166,950,0.277579578,1,1,0,0,0.04588,349,REACTIVO,0.1675,0.1675,202311,TRADICIONAL,23/11/2023
216880970,0.077668262,0.012644736,426,SIN,0,4,1,236762.87,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.18678572,60,SOLES,0 o menos,0,0.14,106,1338,0.17780471,1,1,0,0,0.012644736,426,AFM,0.14,0.14,202311,TRADICIONAL,23/11/2023
216877150,0.075568785,0.08069,315,SIN,0,14,0,80000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999405978,24,SOLES,Incrementa,0,0.225,69,1173,1,1,1,0,0,0.08069,315,REACTIVO,0.225,0.225,202311,TRADICIONAL,23/11/2023
216880785,0.074953489,0.03548,365,SIN,0,4,1,200000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.173877113,12,SOLES,0 o menos,0,0.149,199,1314,0.16356462,1,1,0,0,0.03548,365,REACTIVO,0.149,0.149,202311,TRADICIONAL,23/11/2023
216877151,0.079559404,0.026016709,383,CON,389311.24,12,0,335750,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.933087249,121,SOLES,Incrementa,0,0.135,251,1759,1,1,1,389311.24,389311.24,0.026016709,383,AFI,0.135,0.135,202311,TRADICIONAL,23/11/2023
216880960,0.07563261,0.03722,362,SIN,0,4,1,210000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,Incrementa,0,0.155,179,1311,1,1,1,0,0,0.03722,362,REACTIVO,0.155,0.155,202311,TRADICIONAL,23/11/2023
216880978,0.077411042,0.013941785,420,CON,477774.94,5,1,318000,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.768641005,49,SOLES,0 o menos,0,0.14,53,714,0.652003757,1,1,477774.94,477774.94,0.013941785,420,MULTIPROPOSITO,0.14,0.14,202311,TRADICIONAL,23/11/2023
216880974,0.080447822,0.005567205,473,CON,632896.87,12,1,790000,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.268948063,120,SOLES,0 o menos,0,0.132,250,319,1,1,1,632896.87,632896.87,0.005567205,473,AFI,0.132,0.132,202311,TRADICIONAL,23/11/2023
216880796,0.075555956,0.03601,364,SIN,0,5,1,350000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.755139919,24,SOLES,Incrementa,0,0.155,194,1311,0.999998378,1,1,0,0,0.03601,364,REACTIVO,0.155,0.155,202311,TRADICIONAL,23/11/2023
216880787,0.075561516,0.0523,341,SIN,0,3,1,120000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.530988794,24,SOLES,0 o menos,0,0.185,129,1313,0.506885022,1,1,0,0,0.0523,341,REACTIVO,0.185,0.185,202311,TRADICIONAL,23/11/2023
216877149,0.075484653,0.07443,320,SIN,0,14,0,250000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,Incrementa,0,0.189,32,1318,1,1,1,0,0,0.07443,320,REACTIVO,0.189,0.189,202311,TRADICIONAL,23/11/2023
216880962,0.075561729,0.0555,338,SIN,0,5,1,110000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.299026901,24,SOLES,Incrementa,0,0.21,79,1324,0.336293117,1,1,0,0,0.0555,338,REACTIVO,0.21,0.21,202311,TRADICIONAL,23/11/2023
216880818,0.076722546,0.06605,327,SIN,0,5,1,81500,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.53258041,36,SOLES,0 o menos,0,0.16,77,1321,0.502158122,1,1,0,0,0.06605,327,REACTIVO,0.16,0.16,202311,TRADICIONAL,23/11/2023
216881092,0.067360962,0.05843,335,SIN,0,5,1,47000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.729544471,25,DOLARES,0 o menos,0,0.179,49,1318,0.571192203,1,3.8395,0,0,0.05843,335,REACTIVO,0.179,0.179,202311,TRADICIONAL,23/11/2023
216880984,0.075593374,0.18431,260,SIN,0,5,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.418388136,24,SOLES,0 o menos,0,0.37,356,1288,0.398488474,1,1,0,0,0.18431,260,REACTIVO,0.37,0.37,202311,TRADICIONAL,23/11/2023
216880998,0.075645867,0.07471,319,SIN,0,2,0,140000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.755694064,25,SOLES,0 o menos,0,0.215,160,326,0.464682425,1,1,0,0,0.07471,319,REACTIVO,0.215,0.215,202311,TRADICIONAL,23/11/2023
216880995,0.077673724,0.015487476,414,SIN,0,5,1,255000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,1,60,SOLES,Incrementa,0,0.15,22,963,0.551701596,1,1,0,0,0.015487476,414,AFM,0.15,0.15,202311,TRADICIONAL,23/11/2023
216880994,0.075458677,0.06591,327,SIN,0,4,1,200000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.993331013,24,SOLES,Incrementa,0,0.17,27,1642,0.957132118,1,1,0,0,0.06591,327,REACTIVO,0.17,0.17,202311,TRADICIONAL,23/11/2023
216880975,0.075098173,0.01831,404,SIN,0,5,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.242219767,18,SOLES,0 o menos,0,0.195,108,326,0.258036848,1,1,0,0,0.01831,404,REACTIVO,0.195,0.195,202311,TRADICIONAL,23/11/2023
216880852,0.075561516,0.04972,345,SIN,0,5,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.210245839,24,SOLES,0 o menos,0,0.185,144,1328,0.049392564,1,1,0,0,0.04972,345,REACTIVO,0.185,0.185,202311,TRADICIONAL,23/11/2023
216923727,0.074938103,0.0852843,311,SIN,0,14,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999920721,12,SOLES,Incrementa,0,0.26,43,1328,1,1,1,0,0,0.0852843,311,REACTIVO REMOTO,0.26,0.26,202311,DIGITAL,24/11/2023
216923773,0.074941522,0.09618664,304,SIN,0,11,1,30000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.9978389,12,SOLES,Incrementa,0,0.23,29,319,0.999217513,1,1,0,0,0.09618664,304,REACTIVO REMOTO,0.23,0.23,202311,DIGITAL,24/11/2023
216923797,0.075086311,0.0923,306,SIN,0,14,1,81000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999808247,18,SOLES,Incrementa,0,0.229,80,1318,0.999702927,1,1,0,0,0.0923,306,REACTIVO,0.229,0.229,202311,TRADICIONAL,24/11/2023
216928013,0.078178155,0.021055365,396,CON,742445,5,1,742000,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.652366846,72,SOLES,Incrementa,0,0.13,36,659,0.650024374,1,1,742445,742445,0.021055365,396,AFI,0.13,0.13,202311,TRADICIONAL,24/11/2023
216923754,0.074983408,0.13230829,283,SIN,0,1,0,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.099366699,12,SOLES,Incrementa,0,0.215,49,1308,0.990944585,1,1,0,0,0.13230829,283,REACTIVO REMOTO,0.215,0.215,202311,DIGITAL,24/11/2023
216927814,0.075540776,0.08271,313,SIN,0,4,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.030207743,24,SOLES,Incrementa,0,0.215,194,1794,0.606750991,1,1,0,0,0.08271,313,REACTIVO,0.215,0.215,202311,TRADICIONAL,24/11/2023
216927967,0.075010228,0.14224927,278,SIN,0,4,0,25000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.859968765,12,SOLES,Incrementa,0,0.27,87,1305,0.514714241,1,1,0,0,0.14224927,278,REACTIVO REMOTO,0.27,0.27,202311,DIGITAL,24/11/2023
216927997,0.075610372,0.08114,314,SIN,0,4,1,103950,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.833874747,25,SOLES,Incrementa,0,0.17,36,321,0.633489018,1,1,0,0,0.08114,314,REACTIVO,0.17,0.17,202311,TRADICIONAL,24/11/2023
216927985,0.075543021,0.05246,341,SIN,0,11,1,130000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.992749684,24,SOLES,0 o menos,0,0.235,77,1338,1,1,1,0,0,0.05246,341,REACTIVO,0.235,0.235,202311,TRADICIONAL,24/11/2023
216927982,0.075532651,0.08128,314,SIN,0,1,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.737480522,24,SOLES,0 o menos,0,0.189,30,1335,0.505669073,1,1,0,0,0.08128,314,REACTIVO,0.189,0.189,202311,TRADICIONAL,24/11/2023
216927978,0.078230549,0.035869326,364,CON,774990,11,1,655700,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.956453471,73,SOLES,Incrementa,0,0.13,25,1300,0.993537082,1,1,774990,774990,0.035869326,364,AFI,0.13,0.13,202311,TRADICIONAL,24/11/2023
216927972,0.074936928,0.08949077,308,SIN,0,11,0,27000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.284277094,12,SOLES,0 o menos,0,0.27,235,655,0.154832088,1,1,0,0,0.08949077,308,REACTIVO REMOTO,0.27,0.27,202311,DIGITAL,24/11/2023
216927804,0.074890236,0.01751,407,CON,4005793.75,5,1,337500,EFECTIVO DE NEGOCIO,CATR,Multiproposito,CONSOLIDACION CT,0.736609236,13,SOLES,0 o menos,0,0.127,195,1298,0.550941283,1,1,4005793.75,4005793.75,0.01751,407,CONSOLIDACION,0.127,0.127,202311,TRADICIONAL,24/11/2023
216927802,0.079549535,0.02008658,399,CON,1165009.05,4,1,1115120,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.582510337,97,SOLES,0 o menos,0,0.128,277,1312,0.554649258,1,1,1165009.05,1165009.05,0.02008658,399,AFI,0.128,0.128,202311,TRADICIONAL,24/11/2023
216927784,0.075532865,0.0319,371,SIN,0,5,1,132000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.34108525,24,SOLES,0 o menos,0,0.17,147,659,0.385822114,1,1,0,0,0.0319,371,REACTIVO,0.17,0.17,202311,TRADICIONAL,24/11/2023
216923812,0.074838845,0.06353,330,SIN,0,5,0,118400,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,Incrementa,0,0.165,80,1778,1,1,1,0,0,0.06353,330,REACTIVO,0.165,0.165,202311,TRADICIONAL,24/11/2023
216923802,0.076691941,0.03523,365,SIN,0,12,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.501873353,36,SOLES,0 o menos,0,0.18,71,1841,0.072097921,1,1,0,0,0.03523,365,REACTIVO,0.18,0.18,202311,TRADICIONAL,24/11/2023
216923704,0.075539066,0.04032,357,SIN,0,12,1,90000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999993387,24,SOLES,Incrementa,0,0.205,46,1311,0.999997371,1,1,0,0,0.04032,357,REACTIVO,0.205,0.205,202311,TRADICIONAL,24/11/2023
216928009,0.074942056,0.10507,298,SIN,0,4,0,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.3913897,12,SOLES,0 o menos,0,0.225,81,1009,0.417685331,1,1,0,0,0.10507,298,REACTIVO,0.225,0.225,202311,TRADICIONAL,24/11/2023
216927776,0.075600643,0.03875,360,SIN,0,5,1,200000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.463987037,25,SOLES,Incrementa,0,0.15,301,1321,0.482806957,1,1,0,0,0.03875,360,REACTIVO,0.15,0.15,202311,TRADICIONAL,24/11/2023
216927975,0.074945048,0.12244451,288,SIN,0,5,1,62000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.70842018,12,SOLES,0 o menos,0,0.2,69,319,0.611693294,1,1,0,0,0.12244451,288,REACTIVO REMOTO,0.2,0.2,202311,DIGITAL,24/11/2023
216927842,0.075085991,0.07873,316,SIN,0,5,0,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,0 o menos,0,0.195,244,1311,1,1,1,0,0,0.07873,316,REACTIVO,0.195,0.195,202311,TRADICIONAL,24/11/2023
216927824,0.075535538,0.04308,353,SIN,0,5,0,140000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.224391602,24,SOLES,0 o menos,0,0.185,249,1311,0.293560397,1,1,0,0,0.04308,353,REACTIVO,0.185,0.185,202311,TRADICIONAL,24/11/2023
216928018,0.077394018,0.022766536,391,SIN,0,5,0,171000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.674331213,49,SOLES,Incrementa,0,0.15,39,344,0.95253012,1,1,0,0,0.022766536,391,AFM,0.15,0.15,202311,TRADICIONAL,24/11/2023
216928021,0.075089624,0.07467,320,SIN,0,1,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,0 o menos,0,0.21,119,1538,1,1,1,0,0,0.07467,320,REACTIVO,0.21,0.21,202311,TRADICIONAL,24/11/2023
216928006,0.075085884,0.05817,335,SIN,0,5,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.925599777,18,SOLES,0 o menos,0,0.19,149,220,0.546943121,1,1,0,0,0.05817,335,REACTIVO,0.19,0.19,202311,TRADICIONAL,24/11/2023
216927995,0.077365537,0.016847391,409,SIN,0,14,1,350000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.2333564,48,SOLES,Incrementa,0,0.149,65,1443,0.239047649,1,1,0,0,0.016847391,409,AFM,0.149,0.149,202311,TRADICIONAL,24/11/2023
216927987,0.075086739,0.09145,307,SIN,0,4,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.127081138,18,SOLES,Incrementa,0,0.21,45,1309,0.871053421,1,1,0,0,0.09145,307,REACTIVO,0.21,0.21,202311,TRADICIONAL,24/11/2023
216927914,0.074945048,0.07357724,320,SIN,0,1,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,12,SOLES,Incrementa,0,0.2,66,905,1,1,1,0,0,0.07357724,320,REACTIVO REMOTO,0.2,0.2,202311,DIGITAL,24/11/2023
216927830,0.078120513,0.01668431,409,CON,510616.5,3,1,510616.5,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.453876103,72,SOLES,0 o menos,0,0.13,129,1310,0.486365034,1,1,510616.5,510616.5,0.01668431,409,AFI,0.13,0.13,202311,TRADICIONAL,24/11/2023
216927817,0.075533827,0.02858,378,SIN,0,5,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999921594,24,SOLES,Incrementa,0,0.175,242,1778,1,1,1,0,0,0.02858,378,REACTIVO,0.175,0.175,202311,TRADICIONAL,24/11/2023
216927815,0.07553201,0.08968,308,CON,638402.16,4,1,80000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.995110692,24,SOLES,Incrementa,0,0.165,115,462,0.563388931,1,1,638402.16,638402.16,0.08968,308,REACTIVO,0.165,0.165,202311,TRADICIONAL,24/11/2023
216927807,0.075516616,0.06213,331,SIN,0,3,1,120000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.998027088,24,SOLES,0 o menos,0,0.189,285,1326,0.999832885,1,1,0,0,0.06213,331,REACTIVO,0.189,0.189,202311,TRADICIONAL,24/11/2023
216923808,0.075542487,0.05862,334,SIN,0,14,0,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,Incrementa,0,0.225,14,1782,1,1,1,0,0,0.05862,334,REACTIVO,0.225,0.225,202311,TRADICIONAL,24/11/2023
