CODCLAVECIC,TT,MontoPD,ScoreApplicantVendida,TieneGarantia,MontoGarantiaBCP,NumSegmentoOrtogonal,FlgComportamientoPersona,MontoSolicitado,ProductoMic,TipoCreditoMic,TipoActivo,CampanaMic,RatioEndeudamiento,CantidadPlazo,Moneda,DeltaEntidades,PeriodoGracia,MontoTasaEspecial,NumMesesAntiguedad,V_CodLocalidad,RatioEndeudamientoU6MU12M,FlgTenenciaPasivo,MontoTipoCambio,MontoGarantiaComercial,MontoGarantiaAfectacion,NumPDVendida,ScoreApplicant,CAMPANIA_PYME,TEA_PIZARRA,TEA_10DD,MESAPERTURA,canal_venta,FECHA
216070095,0.077613322,0.12839,285,SIN,0,5,1,190000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.279675824,25,SOLES,0 o menos,0,0.19,68,1303,0.354928482,1,1,0,0,0.12839,285,REACTIVO,0.19,0.19,202311,TRADICIONAL,9/11/2023
216070046,0.077616321,0.0387,360,CON,832312,4,1,75000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.644566923,25,SOLES,0 o menos,0,0.155,273,1324,0.643151178,1,1,832312,832312,0.0387,360,REACTIVO,0.155,0.155,202311,TRADICIONAL,9/11/2023
216126018,0.077008193,0.0415,355,SIN,0,2,1,129360,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.631468246,24,SOLES,0 o menos,0,0.2,71,1526,0.516893052,1,1,0,0,0.0415,355,REACTIVO,0.2,0.2,202311,TRADICIONAL,10/11/2023
216125797,0.077004768,0.0598,333,SIN,0,3,0,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.445537736,24,SOLES,0 o menos,0,0.17,181,1077,0.474611955,1,1,0,0,0.0598,333,REACTIVO,0.17,0.17,202311,TRADICIONAL,10/11/2023
216126023,0.077008193,0.0473,348,SIN,0,5,1,92700,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.653804993,24,SOLES,0 o menos,0,0.2,202,1166,0.46275709,1,1,0,0,0.0473,348,REACTIVO,0.2,0.2,202311,TRADICIONAL,10/11/2023
216126006,0.077002413,0.04863,346,CON,704509,4,1,285000,EFECTIVO DE NEGOCIO,CATR,Multiproposito,CONSOLIDACION CT,0.800778422,24,SOLES,0 o menos,0,0.165,213,1179,0.623499194,1,1,704509,704509,0.04863,346,CONSOLIDACION,0.165,0.165,202311,TRADICIONAL,10/11/2023
216125976,0.076716981,0.06884,325,SIN,0,4,0,50000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.389873972,19,SOLES,0 o menos,0,0.25,108,1318,0.413699121,1,1,0,0,0.06884,325,REACTIVO,0.25,0.25,202311,TRADICIONAL,10/11/2023
216125829,0.077064389,0.04507,350,SIN,0,4,1,140000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.71317346,25,SOLES,0 o menos,0,0.18,177,1301,0.559295549,1,1,0,0,0.04507,350,REACTIVO,0.18,0.18,202311,TRADICIONAL,10/11/2023
216125774,0.077007016,0.0179,405,SIN,0,2,1,84500,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.46936154,24,SOLES,0 o menos,0,0.165,269,1309,0.445240657,1,1,0,0,0.0179,405,REACTIVO,0.165,0.165,202311,TRADICIONAL,10/11/2023
216125752,0.076881147,0.03725,362,CON,1333670.1,5,1,750000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.463351599,25,SOLES,0 o menos,0,0.13,111,1311,0.410199221,1,1,1333670.1,1333670.1,0.03725,362,REACTIVO,0.13,0.13,202311,TRADICIONAL,10/11/2023
216120606,0.077060321,0.04054,357,SIN,0,4,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.501984259,25,SOLES,0 o menos,0,0.155,322,537,0.690389137,1,1,0,0,0.04054,357,REACTIVO,0.155,0.155,202311,TRADICIONAL,10/11/2023
216120605,0.07700648,0.06718,326,SIN,0,14,1,130000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,Incrementa,0,0.21,26,325,1,1,1,0,0,0.06718,326,REACTIVO,0.21,0.21,202311,TRADICIONAL,10/11/2023
216120602,0.077070704,0.05306,341,SIN,0,5,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.770454414,25,SOLES,Incrementa,0,0.23,152,1337,0.350648601,1,1,0,0,0.05306,341,REACTIVO,0.23,0.23,202311,TRADICIONAL,10/11/2023
216126011,0.076960563,0.03618,364,SIN,0,4,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.292287355,24,SOLES,0 o menos,0,0.197,152,1015,0.348224034,1,1,0,0,0.03618,364,REACTIVO,0.197,0.197,202311,TRADICIONAL,10/11/2023
216125825,0.077060963,0.04639,349,SIN,0,11,0,220000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.415081533,25,SOLES,0 o menos,0,0.16,73,1310,0.51697507,1,1,0,0,0.04639,349,REACTIVO,0.16,0.16,202311,TRADICIONAL,10/11/2023
216125989,0.077754692,0.0274,380,CON,1948566.6,5,1,400000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.371918639,36,SOLES,0 o menos,0,0.139,365,1311,0.49955389,1,1,1948566.6,1948566.6,0.0274,380,REACTIVO,0.139,0.139,202311,TRADICIONAL,10/11/2023
216125999,0.077069313,0.05664,337,SIN,0,5,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,Incrementa,0,0.22,55,537,1,1,1,0,0,0.05664,337,REACTIVO,0.22,0.22,202311,TRADICIONAL,10/11/2023
216126094,0.066393417,0.007538739,456,SIN,0,5,1,59900,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.42340035,49,DOLARES,0 o menos,0,0.15,173,1309,0.451877002,1,3.904,0,0,0.007538739,456,AFM,0.15,0.15,202311,TRADICIONAL,10/11/2023
216125987,0.07706364,0.04738,347,SIN,0,5,1,130000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.391894454,25,SOLES,0 o menos,0,0.179,331,1337,0.315064721,1,1,0,0,0.04738,347,REACTIVO,0.179,0.179,202311,TRADICIONAL,10/11/2023
216126016,0.077061499,0.04558,350,SIN,0,4,0,259338,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.471542889,25,SOLES,Incrementa,0,0.16,250,1503,0.430694552,1,1,0,0,0.04558,350,REACTIVO,0.16,0.16,202311,TRADICIONAL,10/11/2023
216126020,0.078903312,0.025622461,384,CON,1171898.64,13,1,780000,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.546521075,72,SOLES,0 o menos,0,0.1335,140,1431,0.637053813,1,1,1171898.64,1171898.64,0.025622461,384,MULTIPROPOSITO,0.1335,0.1335,202311,TRADICIONAL,10/11/2023
216126004,0.076582798,0.06146,332,SIN,0,4,1,317000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.794436286,13,SOLES,Incrementa,0,0.159,33,1824,0.404088264,1,1,0,0,0.06146,332,REACTIVO,0.159,0.159,202311,TRADICIONAL,10/11/2023
216126000,0.07700359,0.04075,357,SIN,0,5,0,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.408725371,24,SOLES,0 o menos,0,0.18,370,1232,0.379574084,1,1,0,0,0.04075,357,REACTIVO,0.18,0.18,202311,TRADICIONAL,10/11/2023
216125815,0.07696859,0.05089,343,SIN,0,3,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.99989763,25,SOLES,0 o menos,0,0.175,125,1301,1,1,1,0,0,0.05089,343,REACTIVO,0.175,0.175,202311,TRADICIONAL,10/11/2023
216125830,0.077009906,0.07271,321,SIN,0,5,0,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.660170657,24,SOLES,Incrementa,0,0.19,110,1311,0.441663766,1,1,0,0,0.07271,321,REACTIVO,0.19,0.19,202311,TRADICIONAL,10/11/2023
216125805,0.07656525,0.01646,410,SIN,0,11,1,50000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.326190598,13,SOLES,0 o menos,0,0.225,128,1300,1,1,1,0,0,0.01646,410,REACTIVO,0.225,0.225,202311,TRADICIONAL,10/11/2023
216125804,0.07700648,0.04736,347,SIN,0,5,1,50000,EFECTIVO DE NEGOCIO,CATR,Multiproposito,CONSOLIDACION CT,0.41682065,24,SOLES,0 o menos,0,0.21,98,1331,0.508563833,1,1,0,0,0.04736,347,CONSOLIDACION,0.21,0.21,202311,TRADICIONAL,10/11/2023
216125790,0.078900417,0.007871607,453,CON,512422,5,1,360000,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.512529361,72,SOLES,0 o menos,0,0.13,203,814,0.521771724,1,1,512422,512422,0.007871607,453,MULTIPROPOSITO,0.13,0.13,202311,TRADICIONAL,10/11/2023
216120448,0.077002948,0.03477,366,SIN,0,5,0,239000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.488537076,24,SOLES,0 o menos,0,0.155,219,1310,0.80912216,1,1,0,0,0.03477,366,REACTIVO,0.155,0.155,202311,TRADICIONAL,10/11/2023
216120449,0.077069955,0.07902,316,SIN,0,5,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,Incrementa,0,0.225,87,1321,1,1,1,0,0,0.07902,316,REACTIVO,0.225,0.225,202311,TRADICIONAL,10/11/2023
216125742,0.078889804,0.00365696,498,CON,1314979.89,5,1,1000000,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.350387566,72,SOLES,Incrementa,0,0.119,119,1327,0.876525756,1,1,1314979.89,1314979.89,0.00365696,498,MULTIPROPOSITO,0.119,0.119,202311,TRADICIONAL,10/11/2023
216125780,0.076576164,0.05667,337,SIN,0,1,1,300000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.573620674,13,SOLES,0 o menos,0,0.14,64,1337,0.331582486,1,1,0,0,0.05667,337,REACTIVO,0.14,0.14,202311,TRADICIONAL,10/11/2023
216125817,0.076662942,0.1054,298,SIN,0,2,1,80000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,Incrementa,0,0.24,61,1321,0.528352801,1,1,0,0,0.1054,298,REACTIVO,0.24,0.24,202311,TRADICIONAL,10/11/2023
216126024,0.077008086,0.06573,327,SIN,0,2,1,60000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.624240117,24,SOLES,0 o menos,0,0.199,71,1172,0.552161802,1,1,0,0,0.06573,327,REACTIVO,0.199,0.199,202311,TRADICIONAL,10/11/2023
216126012,0.077066637,0.07227,322,SIN,0,5,0,140000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.646345204,25,SOLES,0 o menos,0,0.2,36,1780,0.648737114,1,1,0,0,0.07227,322,REACTIVO,0.2,0.2,202311,TRADICIONAL,10/11/2023
216126003,0.07700648,0.10651,297,SIN,0,5,0,167000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.385997124,24,SOLES,0 o menos,0,0.185,130,245,0.475192412,1,1,0,0,0.10651,297,REACTIVO,0.185,0.185,202311,TRADICIONAL,10/11/2023
216126001,0.077008086,0.09037,308,SIN,0,4,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,0 o menos,0,0.219,32,936,1,1,1,0,0,0.09037,308,REACTIVO,0.219,0.219,202311,TRADICIONAL,10/11/2023
216125995,0.077011083,0.03335,369,SIN,0,5,1,140000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.341959148,24,SOLES,0 o menos,0,0.225,117,1784,0.407824973,1,1,0,0,0.03335,369,REACTIVO,0.225,0.225,202311,TRADICIONAL,10/11/2023
216125785,0.077059358,0.12811,285,CON,965829,4,0,350000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.581252753,25,SOLES,Incrementa,0,0.155,82,467,0.474529214,1,1,965829,965829,0.12811,285,REACTIVO,0.155,0.155,202311,TRADICIONAL,10/11/2023
216125776,0.077070169,0.07808,317,SIN,0,3,1,98000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.47545502,25,SOLES,0 o menos,0,0.23,279,1310,0.474333158,1,1,0,0,0.07808,317,REACTIVO,0.23,0.23,202311,TRADICIONAL,10/11/2023
216120450,0.076661872,0.07251,321,SIN,0,11,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,Incrementa,0,0.205,71,1298,1,1,1,0,0,0.07251,321,REACTIVO,0.205,0.205,202311,TRADICIONAL,10/11/2023
216125794,0.07706471,0.07379,320,SIN,0,2,1,165000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.377159877,25,SOLES,0 o menos,0,0.19,159,1686,0.675019233,1,1,0,0,0.07379,320,REACTIVO,0.19,0.19,202311,TRADICIONAL,10/11/2023
216120564,0.076660374,0.03894052,359,SIN,0,5,1,66400,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.29733119,18,SOLES,0 o menos,0,0.25,152,319,0.625364649,1,1,0,0,0.03894052,359,REACTIVO REMOTO,0.25,0.25,202311,DIGITAL,10/11/2023
216125984,0.076972336,0.07373,320,SIN,0,4,0,350000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,0 o menos,0,0.159,247,1310,1,1,1,0,0,0.07373,320,REACTIVO,0.159,0.159,202311,TRADICIONAL,10/11/2023
216125827,0.077072738,0.09252,306,SIN,0,5,1,127000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.371720132,25,SOLES,Incrementa,0,0.21,64,1331,0.336620544,1,1,0,0,0.09252,306,REACTIVO,0.21,0.21,202311,TRADICIONAL,10/11/2023
216125991,0.077068563,0.04588,349,SIN,0,5,1,61000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.828384409,25,SOLES,0 o menos,0,0.195,134,328,0.422679627,1,1,0,0,0.04588,349,REACTIVO,0.195,0.195,202311,TRADICIONAL,10/11/2023
216125826,0.077073059,0.0719,322,CON,922738.13,5,1,768900,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.744579956,25,SOLES,0 o menos,0,0.135,56,655,0.649811837,1,1,922738.13,922738.13,0.0719,322,REACTIVO,0.135,0.135,202311,TRADICIONAL,10/11/2023
216126005,0.076662942,0.09799,302,SIN,0,1,0,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.299179396,18,SOLES,0 o menos,0,0.24,98,758,0.999760742,1,1,0,0,0.09799,302,REACTIVO,0.24,0.24,202311,TRADICIONAL,10/11/2023
216125820,0.077059572,0.04259,354,SIN,0,5,1,206500,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.99999109,25,SOLES,0 o menos,0,0.15,133,1298,0.982685399,1,1,0,0,0.04259,354,REACTIVO,0.15,0.15,202311,TRADICIONAL,10/11/2023
216125807,0.077008728,0.04207,355,SIN,0,5,1,70000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.486962713,24,SOLES,0 o menos,0,0.23,68,1298,0.311060579,1,1,0,0,0.04207,355,REACTIVO,0.23,0.23,202311,TRADICIONAL,10/11/2023
216125986,0.078124049,0.018202543,404,SIN,0,4,1,180000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.377021812,37,SOLES,0 o menos,0,0.155,120,713,0.742921717,1,1,0,0,0.018202543,404,AFM,0.155,0.155,202311,TRADICIONAL,10/11/2023
216126021,0.077066101,0.0511,343,SIN,0,4,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,0 o menos,0,0.17,333,1538,1,1,1,0,0,0.0511,343,REACTIVO,0.17,0.17,202311,TRADICIONAL,10/11/2023
216126019,0.07700648,0.03392,368,SIN,0,4,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.514050207,24,SOLES,Incrementa,0,0.185,247,1529,0.41917883,1,1,0,0,0.03392,368,REACTIVO,0.185,0.185,202311,TRADICIONAL,10/11/2023
216125993,0.078032127,0.063818662,329,SIN,0,4,1,132167,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.407789325,36,SOLES,0 o menos,0,0.135,78,325,0.434813847,1,1,0,0,0.063818662,329,AFM,0.135,0.135,202311,TRADICIONAL,10/11/2023
216125980,0.076661979,0.16481,268,SIN,0,1,0,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.338594194,18,SOLES,Incrementa,0,0.2,152,245,0.863633622,1,1,0,0,0.16481,268,REACTIVO,0.2,0.2,202311,TRADICIONAL,10/11/2023
216125977,0.077001878,0.07775,317,SIN,0,4,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999695466,24,SOLES,0 o menos,0,0.17,70,1298,1,1,1,0,0,0.07775,317,REACTIVO,0.17,0.17,202311,TRADICIONAL,10/11/2023
216125857,0.076657164,0.08905572,308,SIN,0,2,0,62000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999917464,12,SOLES,Incrementa,0,0.25,23,1328,0.63125483,1,1,0,0,0.08905572,308,REACTIVO REMOTO,0.25,0.25,202311,DIGITAL,10/11/2023
216125823,0.078053232,0.02838,378,SIN,0,4,1,35000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.815244162,36,SOLES,0 o menos,0,0.225,220,1311,0.545388958,1,1,0,0,0.02838,378,REACTIVO,0.225,0.225,202311,TRADICIONAL,10/11/2023
216120603,0.076661658,0.09841,302,SIN,0,12,0,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.23503957,18,SOLES,Incrementa,0,0.195,65,1305,0.78564962,1,1,0,0,0.09841,302,REACTIVO,0.195,0.195,202311,TRADICIONAL,10/11/2023
216120601,0.07657488,0.03074,373,SIN,0,12,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.197449926,13,SOLES,0 o menos,0,0.15,194,1335,0.421538595,1,1,0,0,0.03074,373,REACTIVO,0.15,0.15,202311,TRADICIONAL,10/11/2023
216125988,0.077067921,0.09288,306,SIN,0,3,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.810362199,25,SOLES,Incrementa,0,0.21,191,1783,0.309704917,1,1,0,0,0.09288,306,REACTIVO,0.21,0.21,202311,TRADICIONAL,10/11/2023
216125816,0.077072738,0.08839,309,SIN,0,11,1,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,0 o menos,0,0.245,143,1310,0.654381168,1,1,0,0,0.08839,309,REACTIVO,0.245,0.245,202311,TRADICIONAL,10/11/2023
216126026,0.078537677,0.019912155,399,SIN,0,2,1,155000,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.971864482,60,SOLES,Incrementa,0,0.145,131,1759,0.855360872,1,1,0,0,0.019912155,399,AFM,0.145,0.145,202311,TRADICIONAL,10/11/2023
216125990,0.076912827,0.05225,341,SIN,0,4,0,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.369997812,24,SOLES,0 o menos,0,0.199,181,254,0.465888873,1,1,0,0,0.05225,341,REACTIVO,0.199,0.199,202311,TRADICIONAL,10/11/2023
216120503,0.076651707,0.07220998,322,SIN,0,14,0,20000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999919292,12,SOLES,Incrementa,0,0.3,32,655,1,1,1,0,0,0.07220998,322,REACTIVO REMOTO,0.3,0.3,202311,DIGITAL,10/11/2023
216126002,0.077005838,0.07357,320,SIN,0,4,0,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,0 o menos,0,0.18,195,174,1,1,1,0,0,0.07357,320,REACTIVO,0.18,0.18,202311,TRADICIONAL,10/11/2023
216126025,0.077061071,0.04329,353,SIN,0,3,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999986588,25,SOLES,Incrementa,0,0.16,115,1163,1,1,1,0,0,0.04329,353,REACTIVO,0.16,0.16,202311,TRADICIONAL,10/11/2023
216125818,0.076999523,0.03958,358,SIN,0,5,1,250000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.341076207,24,SOLES,0 o menos,0,0.15,173,1310,0.386674723,1,1,0,0,0.03958,358,REACTIVO,0.15,0.15,202311,TRADICIONAL,10/11/2023
216125782,0.076869374,0.0709,323,SIN,0,3,1,149500,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.293814476,24,SOLES,0 o menos,0,0.15,106,320,0.420605707,1,1,0,0,0.0709,323,REACTIVO,0.15,0.15,202311,TRADICIONAL,10/11/2023
216125922,0.076661872,0.06294766,330,SIN,0,3,1,136000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.4350802,18,SOLES,0 o menos,0,0.19,97,1300,0.567837355,1,1,0,0,0.06294766,330,REACTIVO REMOTO,0.19,0.19,202311,DIGITAL,10/11/2023
216126008,0.076714199,0.0517,342,SIN,0,3,1,150000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,19,SOLES,Incrementa,0,0.195,160,766,1,1,1,0,0,0.0517,342,REACTIVO,0.195,0.195,202311,TRADICIONAL,10/11/2023
216125745,0.077004661,0.05679,336,SIN,0,5,1,170000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.435442109,24,SOLES,Incrementa,0,0.17,117,1310,0.430321178,1,1,0,0,0.05679,336,REACTIVO,0.17,0.17,202311,TRADICIONAL,10/11/2023
216125981,0.076661123,0.09678,303,SIN,0,4,1,88000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.564904088,18,SOLES,Incrementa,0,0.22,43,1315,0.814058259,1,1,0,0,0.09678,303,REACTIVO,0.22,0.22,202311,TRADICIONAL,10/11/2023
216120498,0.076662086,0.0782293,317,SIN,0,5,0,50000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.458272962,18,SOLES,Incrementa,0,0.28,143,1331,0.374265375,1,1,0,0,0.0782293,317,REACTIVO REMOTO,0.28,0.28,202311,DIGITAL,10/11/2023
216125997,0.077004661,0.0586,334,SIN,0,5,0,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.469030709,24,SOLES,0 o menos,0,0.17,206,337,0.546461306,1,1,0,0,0.0586,334,REACTIVO,0.17,0.17,202311,TRADICIONAL,10/11/2023
216125979,0.077061071,0.09543,304,SIN,0,5,1,162900,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.705245135,25,SOLES,0 o menos,0,0.16,132,1309,0.444070396,1,1,0,0,0.09543,304,REACTIVO,0.16,0.16,202311,TRADICIONAL,10/11/2023
216125982,0.077005838,0.04425,352,SIN,0,4,1,120000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.999957226,24,SOLES,0 o menos,0,0.18,96,1306,0.999993843,1,1,0,0,0.04425,352,REACTIVO,0.18,0.18,202311,TRADICIONAL,10/11/2023
216125886,0.076643467,0.10960413,295,SIN,0,1,0,20000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.609131178,12,SOLES,0 o menos,0,0.38,102,537,0.230870823,1,1,0,0,0.10960413,295,REACTIVO REMOTO,0.38,0.38,202311,DIGITAL,10/11/2023
216125809,0.078022807,0.04495,351,SIN,0,3,1,250000,EFECTIVO DE NEGOCIO,CATR,Multiproposito,CONSOLIDACION CT,0.477771443,36,SOLES,0 o menos,0,0.17,194,1307,0.436528149,1,1,0,0,0.04495,351,CONSOLIDACION,0.17,0.17,202311,TRADICIONAL,10/11/2023
216125808,0.077060749,0.04569,350,SIN,0,4,1,250000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,25,SOLES,Incrementa,0,0.165,106,1307,0.642437742,1,1,0,0,0.04569,350,REACTIVO,0.165,0.165,202311,TRADICIONAL,10/11/2023
216120506,0.076642504,0.1399167,279,SIN,0,1,1,18000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,12,SOLES,Incrementa,0,0.39,28,1303,0.999341727,1,1,0,0,0.1399167,279,REACTIVO REMOTO,0.39,0.39,202311,DIGITAL,10/11/2023
216125834,0.076647534,0.06099044,332,SIN,0,5,1,15000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,12,SOLES,Incrementa,0,0.34,128,655,1,1,1,0,0,0.06099044,332,REACTIVO REMOTO,0.34,0.34,202311,DIGITAL,10/11/2023
216126013,0.077005196,0.06769,326,SIN,0,4,0,100000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.388551195,24,SOLES,0 o menos,0,0.174,370,973,0.44355985,1,1,0,0,0.06769,326,REACTIVO,0.174,0.174,202311,TRADICIONAL,10/11/2023
216126015,0.077072952,0.04452,351,SIN,0,4,1,87000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.366981481,25,SOLES,0 o menos,0,0.239,135,353,0.524625393,1,1,0,0,0.04452,351,REACTIVO,0.239,0.239,202311,TRADICIONAL,10/11/2023
216125998,0.076663691,0.08925,308,SIN,0,3,1,180000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,18,SOLES,Incrementa,0,0.21,130,1787,1,1,1,0,0,0.08925,308,REACTIVO,0.21,0.21,202311,TRADICIONAL,10/11/2023
216125996,0.077002948,0.04633,349,SIN,0,5,1,336000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,Incrementa,0,0.155,20,321,0.703117946,1,1,0,0,0.04633,349,REACTIVO,0.155,0.155,202311,TRADICIONAL,10/11/2023
216125992,0.077134396,0.04678,348,SIN,0,4,1,110000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.649285858,26,SOLES,0 o menos,0,0.17,88,321,0.546547616,1,1,0,0,0.04678,348,REACTIVO,0.17,0.17,202311,TRADICIONAL,10/11/2023
216125787,0.076892599,0.10213,300,SIN,0,11,1,247000,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1,24,SOLES,0 o menos,0,0.165,45,710,0.701825823,1,1,0,0,0.10213,300,REACTIVO,0.165,0.165,202311,TRADICIONAL,10/11/2023
