CODCLAVECIC,TT,MontoPD,ScoreApplicantVendida,TieneGarantia,MontoGarantiaBCP,NumSegmentoOrtogonal,FlgComportamientoPersona,MontoSolicitado,ProductoMic,TipoCreditoMic,TipoActivo,CampanaMic,RatioEndeudamiento,CantidadPlazo,Moneda,DeltaEntidades,PeriodoGracia,MontoTasaEspecial,NumMesesAntiguedad,V_CodLocalidad,RatioEndeudamientoU6MU12M,FlgTenenciaPasivo,MontoTipoCambio,MontoGarantiaComercial,MontoGarantiaAfectacion,NumPDVendida,ScoreApplicant,CAMPANIA_PYME,TEA_PIZARRA,TEA_10DD,MESAPERTURA,canal_venta,FECHA,Tasa_dscto_tea,CODCLAVECIC,RMIN,Target IRR - Tmin,TEA,Target IRR - TEA,IRR,producto,NPV,Net_Profit,ROE,ECAP,ROA,Avg_Balance,Spread_Neto,Margen_Neto,RemEc,RemCap,TT,Costo_t_0,Costo_lifetime,SALDO,IF,EF,EL,GEB,IxS,GASTOS,TAXES,PD Temp 12,LGD Temp 12,PD_TTC,LGD_TTC,CAP
216002272,0.077553138,0.07339,321,SIN,0.0,5,1,100000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.495293951,24,SOLES,0 o menos,0,0.15,74,1301,0.574198211,1,1.0,0.0,0.0,0.07339,321,REACTIVO,0.15,0.15,202311,TRADICIONAL,8/11/2023,0.17,216002272,0.28749423940564633,0.18999999999999972,0.27697961286739825,0.16999999999999882,0.1700000002104891,1,-421.4855838524236,2154.4142520701425,0.15968497442505342,13491.652923683787,0.054231022806925,39726.60187030505,0.10782177993247179,8566.785848649906,2033.003504491188,0.006278584235227314,0.07865974980655888,-3013.0021074,-1474.9737646910257,953438.4448873212,19456.72507564409,-6138.885091032064,-5779.9851822919545,2033.003504491188,1028.9310463298214,-4487.975872091026,-1802.9849769097693,0.06235357999595566,0.69267,0.094923431,0.70278,0.3338744134550452
216002457,0.078225299,0.04921,345,SIN,0.0,5,1,250000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.191368541,36,SOLES,Incrementa,0,0.165,209,1467,1.0,1,1.0,0.0,0.0,0.04921,345,REACTIVO,0.165,0.165,202311,TRADICIONAL,8/11/2023,0.18,216002457,0.2108213805080268,0.18999999999999972,0.20719387819481527,0.17999999999999838,0.18000000002312944,1,-494.775326992356,3722.1745615624,0.16512704248441462,22541.277949150663,0.04164480638936598,89379.08191387002,0.06414601892770293,17199.936840563452,5094.983245442919,0.006278584235227314,0.07981297762638673,-3013.0021074,-3442.8772911067513,3217646.948899321,50547.20299810931,-20932.41974779103,-14413.324238349542,5094.983245442919,1998.477828594746,-6455.879398506751,-4672.5170028123885,0.043927859904971306,0.69267,0.06038854,0.70278,0.2488646242321748
216002472,0.077569415,0.05889,334,SIN,0.0,5,1,244000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.381386806,25,SOLES,0 o menos,0,0.165,68,1642,0.471490978,1,1.0,0.0,0.0,0.05889,334,REACTIVO,0.165,0.165,202311,TRADICIONAL,8/11/2023,0.18,216002472,0.24170089165959263,0.18999999999999972,0.23672139295357297,0.17999999999999838,0.18000000000770155,1,-514.9035629194259,5375.8392955852505,0.16505269319019453,32570.442757880548,0.055901654408961735,96166.01426957833,0.08231647352753713,16491.764933063547,5112.406710849975,0.006278584235227314,0.07873482622648931,-3013.0021074,-2705.11960866108,2404150.356739458,42635.61867214255,-15451.727571282501,-12190.403233609703,5112.406710849975,1498.2770658132226,-5718.1217160610795,-4686.384728716473,0.0516210919260831,0.69267,0.094923431,0.70278,0.3338744134550452
216002430,0.077503879,0.03642956,363,SIN,0.0,5,1,70000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.674948062,18,SOLES,0 o menos,0,0.18,293,1313,0.704612918,1,1.0,0.0,0.0,0.03642956,363,REACTIVO REMOTO,0.18,0.18,202311,DIGITAL,8/11/2023,0.23,216002430,0.222806261071415,0.18999999999999972,0.2419008500654265,0.23000000000000131,0.22999999999999488,1,445.1555463255245,2008.285378246054,0.20336039938023787,9875.498791143773,0.06876756637446124,29203.961752991258,0.09849193794439978,4314.532183059359,1116.0747184514703,0.006278584235227314,0.07822492659724856,-145.2998637,-1012.359424521354,525671.3115538426,9515.036087799112,-3352.11262729274,-2452.4542952929846,1116.0747184514703,604.0630178459775,-1157.659288221354,-1260.5195459203953,0.04842433642045829,0.69267,0.094923431,0.70278,0.3338744134550452
216002255,0.077553138,0.10772,296,CON,1266306.67,2,1,300000.0,EFECTIVO DE NEGOCIO,CATR,Multiproposito,CONSOLIDACION CT,0.590262057,24,SOLES,0 o menos,0,0.15,204,711,0.482387201,1,1.0,1266306.67,1266306.67,0.10772,296,CONSOLIDACION,0.15,0.15,202311,TRADICIONAL,8/11/2023,0.12,216002255,0.21969741420992572,0.18999999999999972,0.18862980395000117,0.120000000000001,0.1199999999902217,1,-3766.8328626638977,3878.6278156746557,0.11271491566426273,34410.95433392059,0.03398031680495004,114143.36828989309,0.05246367573213368,11976.761321868922,5185.249809601943,0.006278584235227314,0.07864775731208606,-3013.0021074,-3145.80954697961,2739440.838957434,39256.99295538398,-17753.764780951933,-11194.966160973334,5185.249809601943,1668.4993084102057,-6158.8116543796095,-3245.943845741921,0.08903998107907572,0.3272,0.163510966,0.36763999999999997,0.29440810589024724
216002254,0.078228728,0.06881,325,SIN,0.0,5,1,100000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.492848919,36,SOLES,0 o menos,0,0.175,332,715,0.55258259,1,1.0,0.0,0.0,0.06881,325,REACTIVO,0.175,0.175,202311,TRADICIONAL,8/11/2023,0.17,216002254,0.27736431035946874,0.18999999999999972,0.26695215269002426,0.16999999999999882,0.17000000000087878,1,-539.3821101871654,1910.7617473318023,0.15911024690305525,12009.042689098558,0.054068109946860614,35339.90274876897,0.09987695398081468,10588.925521575793,2714.392299886057,0.006278584235227314,0.07984790601259695,-3013.0021074,-2159.4146615860786,1272236.4989556829,25109.310485949383,-8315.967968325062,-7570.0380791449215,2714.392299886057,1365.6210830963967,-5172.416768986079,-2398.6158104803526,0.05884649564191475,0.69267,0.094923431,0.70278,0.3338744134550452
216002235,0.077506984,0.08982,308,SIN,0.0,2,1,170000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.711403697,18,SOLES,Incrementa,0,0.2,184,1328,0.666592262,1,1.0,0.0,0.0,0.08982,308,REACTIVO,0.2,0.2,202311,TRADICIONAL,8/11/2023,0.14,216002235,0.347366726347619,0.18999999999999972,0.30859863535654597,0.1399999999999988,0.14000000000021529,1,-2059.564537235361,4527.419116914175,0.12944996285500399,34974.27899601104,0.06333149974014798,71487.63467611506,0.09833978235216105,10545.117652379937,3952.6012213703393,0.006278584235227314,0.07822312732833447,-3013.0021074,-1851.9101346179775,1286777.4241700713,28827.03927563455,-8289.923694871517,-10822.969022574216,3952.6012213703393,830.9710941911294,-4864.912242017977,-2841.677956361029,0.09300805607156998,0.69267,0.163510966,0.70278,0.47811380567902534
215997695,0.078191334,0.10046,301,SIN,0.0,4,1,50000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.689143601,36,SOLES,0 o menos,0,0.24,46,1306,0.425393341,1,1.0,0.0,0.0,0.10046,301,REACTIVO,0.24,0.24,202311,TRADICIONAL,8/11/2023,0.13,215997695,0.3816595445243245,0.18999999999999972,0.34398701710394497,0.13000000000000056,0.13000000003861478,1,-905.2963700062537,814.0340701902484,0.12603365818555323,6458.862512677252,0.047072599980969854,17293.161425528648,0.1316512926899735,6830.001169101694,1459.8904445854582,0.006278584235227314,0.07988995224589646,-3013.0021074,-1812.9147395201262,622553.8113190313,15336.43954732131,-4098.996334441938,-5149.248186997918,1459.8904445854582,741.8061432202416,-4825.916846920127,-1021.8725561962729,0.08298673366488052,0.69267,0.10778951,0.70278,0.3644910255209459
216002250,0.078228835,0.04756,347,SIN,0.0,5,1,250000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.571330414,36,SOLES,0 o menos,0,0.175,124,319,0.48447581,1,1.0,0.0,0.0,0.04756,347,REACTIVO,0.175,0.175,202311,TRADICIONAL,8/11/2023,0.18,216002250,0.20904365337925723,0.18999999999999972,0.20541939054495684,0.17999999999999838,0.180000000023244,1,-495.82675019363523,3730.8225045210033,0.1653014708590057,22569.80827292951,0.04167389517266849,89524.20907772103,0.06418569707217867,17238.521293466965,5101.4319269226535,0.006278584235227314,0.07981190744587563,-3013.0021074,-3451.1106682193913,3222871.526797957,50239.82866130501,-20958.642374589603,-14045.02208506619,5101.4319269226535,2002.3570918177468,-6464.112775619391,-4683.372931207219,0.042651881579448644,0.69267,0.06038854,0.70278,0.2488646242321748
216002485,0.077496169,0.08725,310,SIN,0.0,14,1,100000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.323906322,18,SOLES,Incrementa,0,0.255,80,1089,1.0,1,1.0,0.0,0.0,0.08725,310,REACTIVO,0.255,0.255,202311,TRADICIONAL,8/11/2023,0.15,216002485,0.3396167541719357,0.18999999999999972,0.3178939602468571,0.15000000000000124,0.1500000000006343,1,-683.5863606790808,2010.447196133362,0.13964444841141788,14396.90026351939,0.0476855469042788,42160.51459300691,0.11289572225900255,7139.612618683098,1627.0587185521108,0.006278584235227314,0.0782228982269162,-3013.0021074,-1476.1220040195406,758889.2626741244,17457.901877315242,-4886.7224817821,-6250.557688264047,1627.0587185521108,818.9909114140028,-4489.124111419541,-1261.8764316156223,0.090880892966484,0.69267,0.094923431,0.70278,0.3338744134550452
216002429,0.077488995,0.05816237,335,SIN,0.0,5,0,43000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.729441243,18,SOLES,Incrementa,0,0.33,224,1319,0.418674242,1,1.0,0.0,0.0,0.05816237,335,REACTIVO REMOTO,0.33,0.33,202311,DIGITAL,8/11/2023,0.2,216002429,0.26071541702307033,0.18999999999999972,0.26560302411365155,0.19999999999999973,0.1999999999976314,1,69.44318995787398,1089.85569011777,0.17607065556562027,6189.876936714129,0.0597957087448871,18226.31946328355,0.09950301740465797,2720.3606741669396,699.5459475513085,0.006278584235227314,0.07822425471760885,-145.2998637,-955.7648641506519,328073.7503391039,6447.517890803943,-2101.0576650589114,-2044.5288042819545,699.5459475513085,418.42925270386195,-1101.064727850652,-684.0583586909411,0.06777300670202996,0.69267,0.094923431,0.70278,0.3338744134550452
216002271,0.077773222,0.03524,365,SIN,0.0,4,0,100000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.825010367,12,SOLES,0 o menos,0,0.17,128,1321,0.339071688,1,1.0,0.0,0.0,0.03524,365,REACTIVO,0.17,0.17,202311,TRADICIONAL,8/11/2023,0.23,216002271,0.2785912371828614,0.18999999999999972,0.2985512236058707,0.23000000000000131,0.22999999929927295,1,482.17518794165517,3188.6079467362288,0.21683521246167808,14705.21282284703,0.06966358216064304,45771.51860183349,0.15826558279575856,7244.056066966082,1107.9350088622787,0.006278584235227314,0.0782327782971437,-3013.0021074,-816.1408170294571,549258.2232220019,12022.107038128985,-3496.719100322211,-1880.308044927236,1107.9350088622787,598.9761740865438,-3829.1429244294573,-1334.2402046626755,0.04726370097686589,0.55877,0.10778951,0.5688799999999999,0.31776358717569825
216002286,0.077505914,0.04715,348,SIN,0.0,4,1,50000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1.0,18,SOLES,0 o menos,0,0.165,108,1311,0.855813592,1,1.0,0.0,0.0,0.04715,348,REACTIVO,0.165,0.165,202311,TRADICIONAL,8/11/2023,0.2,216002286,0.3707119861962602,0.18999999999999972,0.37695527825478825,0.19999999999999973,0.20000000000480855,1,99.28555873626829,1558.931903515433,0.19439862075320039,8019.253930276501,0.07191133841898889,21678.52716677822,0.1949973713292094,6340.883717715911,906.2921034885366,0.006278584235227314,0.07822155454839308,-3013.0021074,-917.2973233460859,390213.489002008,10463.032497389624,-2493.2839156397986,-2107.299827871228,906.2921034885366,478.43496383731417,-3930.299430746086,-978.4785351852172,0.05802935622881662,0.69267,0.10778951,0.70278,0.3644910255209459
216002448,0.077502808,0.09595,304,SIN,0.0,4,1,51600.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.744185398,19,SOLES,0 o menos,0,0.24,88,1316,0.448696434,1,1.0,0.0,0.0,0.09595,304,REACTIVO,0.24,0.24,202311,TRADICIONAL,8/11/2023,0.15,216002448,0.40250560308987393,0.18999999999999972,0.37705823633640856,0.15000000000000124,0.1500000000093178,1,-422.51741707203837,1181.8316823098485,0.14568652244359778,8112.155211662711,0.05418779116261617,21809.92539007914,0.16986459602414855,5865.829095695804,967.7241466875895,0.006278584235227314,0.07829284205075848,-3013.0021074,-1166.3192243584317,414388.58241150365,11082.690464482292,-2664.632948387496,-3053.087591271006,967.7241466875895,500.8591708720149,-4179.321331758432,-782.9984136343639,0.07953675867163423,0.69267,0.10778951,0.70278,0.3644910255209459
216002266,0.077503879,0.10141,300,SIN,0.0,4,0,130000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.438857699,19,SOLES,0 o menos,0,0.225,121,1172,0.442937793,1,1.0,0.0,0.0,0.10141,300,REACTIVO,0.225,0.225,202311,TRADICIONAL,8/11/2023,0.13,216002266,0.316382593437208,0.18999999999999972,0.28141168032570607,0.13000000000000056,0.1299999999996131,1,-1510.783937467335,2442.6275482887763,0.12150595857744217,20102.944554212627,0.04524141216681753,53990.96604858701,0.09007792642964738,7700.374257017833,2398.142584434835,0.006278584235227314,0.07829251821159722,-3013.0021074,-1599.708183522311,1025828.3549231532,21187.177329365488,-6603.270392173727,-7958.244566300283,2398.142584434835,1074.7118861263586,-4612.710290922311,-1618.3129324064555,0.08416665055046788,0.69267,0.10778951,0.70278,0.3644910255209459
216002365,0.077499703,0.05792014,335,SIN,0.0,2,1,150000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.468415311,18,SOLES,0 o menos,0,0.22,102,1335,0.517214,1,1.0,0.0,0.0,0.05792014,335,REACTIVO REMOTO,0.22,0.22,202311,DIGITAL,8/11/2023,0.21,216002365,0.24877738634575586,0.18999999999999972,0.25941328586206924,0.2100000000000002,0.20999999992098872,1,528.2851920612957,4355.109437807929,0.18597252937177944,23418.02551441126,0.06856392911289828,63518.95951932316,0.08717897422559252,8306.276602157292,2646.5768246688035,0.006278584235227314,0.07822442659256845,-145.2998637,-1541.3632699177265,1143341.2713478168,21997.51448904547,-7322.211445493578,-7124.569211887972,2646.5768246688035,755.5427704933712,-1686.6631336177265,-2733.5261364964676,0.06777300670202996,0.69267,0.106916875,0.70278,0.36244993514521745
216002544,0.064915004,0.004226207,489,SIN,0.0,5,1,150000.0,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.433970265,72,DOLARES,0 o menos,0,0.119,539,1327,0.577855011,1,3.8785,0.0,0.0,0.004226207,489,MULTIPROPOSITO,0.119,0.119,202311,TRADICIONAL,8/11/2023,0.27,216002544,0.08924236557625642,0.18999999999999972,0.0943477396891177,0.2699999999999987,0.27000000022274384,4,978.8391938484183,795.0805143450322,0.23262498619860109,3417.863778683863,0.011885322584057799,66895.99787653232,0.029400385395342284,11800.608713856296,1545.0728860079255,0.006278584235227314,0.06775543509977444,-1352.5204120407373,-5226.518512546607,4816511.847110327,36291.34604485461,-26432.776826180998,-949.4503017497909,1545.0728860079255,2891.489796932473,-6579.038924587344,-1996.1595892066764,0.003128692474112814,0.2762693571298572,0.006228264,0.2134877534344196,0.05100121794795172
216002479,0.077550354,0.04926,345,CON,649193.92,5,1,320000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.352476821,24,SOLES,0 o menos,0,0.155,143,1431,0.615942094,1,1.0,649193.92,649193.92,0.04926,345,REACTIVO,0.155,0.155,202311,TRADICIONAL,8/11/2023,0.17,216002479,0.15487195238672768,0.18999999999999972,0.15080990335394606,0.16999999999999882,0.17000000025889928,1,-567.7600166013071,2904.039427312906,0.15995367953442677,18155.502491506428,0.023037323698128095,126058.02068705032,0.04569702796558068,11520.953793243772,2735.7804414192597,0.006278584235227314,0.07864243095312662,-3013.0021074,-3005.3224043895407,3025392.4964892077,35403.293292117814,-19381.221535800156,-6350.966661496787,2735.7804414192597,1849.848698422898,-6018.32451178954,-2430.330868247681,0.043927859904971306,0.3272,0.06038854,0.36763999999999997,0.1422794633084671
216002453,0.077503344,0.07663,318,SIN,0.0,4,1,120000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1.0,18,SOLES,0 o menos,0,0.2,54,325,1.0,1,1.0,0.0,0.0,0.07663,318,REACTIVO,0.2,0.2,202311,TRADICIONAL,8/11/2023,0.17,216002453,0.31665821277028083,0.18999999999999972,0.30502345734740555,0.16999999999999882,0.17000000008687755,1,-445.60045072441426,2972.227856449836,0.1574149783749375,18881.480575313875,0.058573873077404304,50743.23585401449,0.1112826117123259,8470.259718853904,2133.881393002496,0.006278584235227314,0.07822321679035094,-3013.0021074,-1267.2499481801574,913378.2453722609,20275.99160872698,-5870.603290347896,-6900.874396317913,2133.881393002496,965.7457967927382,-4280.2520555801575,-1865.5472716014908,0.08280422468098926,0.69267,0.10778951,0.70278,0.3644910255209459
216002316,0.077488138,0.07217722,322,SIN,0.0,4,1,58000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.605968611,18,SOLES,0 o menos,0,0.34,33,1299,0.400080504,1,1.0,0.0,0.0,0.07217722,322,REACTIVO REMOTO,0.34,0.34,202311,DIGITAL,8/11/2023,0.17,216002316,0.27067947978689233,0.18999999999999972,0.2597851054532976,0.16999999999999882,0.17000000008704053,1,-206.39421396683974,1376.840604436802,0.1516796334957493,9077.293850893875,0.05638832773569638,24417.120700765154,0.08133621251605651,2978.9941775214556,1025.8659732734661,0.006278584235227314,0.07822441619743747,-145.2998637,-930.1121925485386,439508.1726137728,8455.14133959354,-2822.341208208936,-3174.6671798692632,1025.8659732734661,520.8612260061166,-1075.4120562485386,-864.1871878911829,0.07901546692794321,0.69267,0.10778951,0.70278,0.3644910255209459
216002302,0.077757049,0.09153579,307,SIN,0.0,2,0,60000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.836777969,12,SOLES,0 o menos,0,0.29,31,607,0.292497562,1,1.0,0.0,0.0,0.09153579,307,REACTIVO REMOTO,0.29,0.29,202311,DIGITAL,8/11/2023,0.15,216002302,0.27572021975573935,0.18999999999999972,0.25019157785152113,0.15000000000000124,0.15000000019111148,1,-372.68645039329203,1608.8242156977321,0.13674898177274317,11764.798500447798,0.05851404397690918,27494.668054947742,0.08662683779589114,2381.776149847828,886.3953407464497,0.006278584235227314,0.07823836592637057,-145.2998637,-840.8514627840191,329936.0166593729,6134.901918509014,-2119.253370464681,-2024.1688853805144,886.3953407464497,390.2964871840083,-986.1513264840191,-673.1959484125263,0.09408831052931842,0.55877,0.163510966,0.5688799999999999,0.4194934110696033
216002267,0.078229263,0.002270508,525,CON,1897065.0,5,1,474000.0,NEGOCIO COMERCIAL,ACFI,Inmueble,ACTIVO FIJO INMUEBLES,0.466079531,37,SOLES,0 o menos,0,0.125,173,1172,0.492078175,1,1.0,1897065.0,1897065.0,0.002270508,525,AFI,0.125,0.125,202311,TRADICIONAL,8/11/2023,0.26,216002267,0.11301355522047185,0.18999999999999972,0.1204147404032847,0.2599999999999987,0.2599999999365834,2,2853.1673312991406,4398.869766144855,0.23577980484213734,18656.685923928257,0.01894491545319136,232192.6311581319,0.04474313262972418,32032.82921562151,4334.0902425718405,0.006278584235227314,0.07947873237742753,-5245.7504180999995,-11882.613325275432,8591127.35285088,81787.00937755508,-54927.72583338714,-0.00012444150613972013,4334.0902425718405,5173.5457958950665,-17128.36374337543,-5675.373935871283,7.472977185993053e-11,0.39528110947125017,0.006228264,0.3246959656829857,0.08035003449208727
216002230,0.077662586,0.03632,363,SIN,0.0,5,1,146400.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.443551698,13,SOLES,0 o menos,0,0.16,161,1301,0.480552641,1,1.0,0.0,0.0,0.03632,363,REACTIVO,0.16,0.16,202311,TRADICIONAL,8/11/2023,0.23,216002230,0.2613970453375052,0.18999999999999972,0.28176336894164966,0.23000000000000131,0.2300000000000142,1,770.1648607187672,4720.554367662598,0.21235244535574824,22229.809314201124,0.07171892853784628,65820.20205686073,0.13360002471197013,9526.379006455414,1814.4324940592817,0.006278584235227314,0.07813669268468759,-3013.0021074,-1074.002445169796,855662.6267391894,17781.515076186082,-5443.679122780532,-3704.8027803871946,1814.4324940592817,893.3458334370588,-4087.004552569796,-2139.8730496437447,0.04842433642045829,0.69267,0.094923431,0.70278,0.3338744134550452
215997651,0.078026771,0.127149,285,SIN,0.0,5,0,81000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.569248934,12,SOLES,Incrementa,0,0.26,79,1312,0.384167879,1,1.0,0.0,0.0,0.127149,285,REACTIVO REMOTO,0.26,0.26,202311,DIGITAL,8/11/2023,0.13,215997651,0.26501293846248664,0.18999999999999972,0.23885611687965902,0.13000000000000056,0.12999999956593578,1,-512.5772430300603,1277.7229961564444,0.11675844593399962,10943.302524587443,0.03476797624741619,36749.99623400282,0.056257119645954284,2067.448935124666,824.501360546376,0.006278584235227314,0.07823971157942444,-145.2998637,-934.2773877775077,440999.9548080338,7841.359424460775,-2847.5245949141345,-3419.008396930972,824.501360546376,492.62250250899996,-1079.5772514775076,-534.6500480370927,0.12084629300395747,0.55877,0.094923431,0.5688799999999999,0.29041007050785433
216002251,0.077772793,0.02145,395,SIN,0.0,5,1,148700.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.2799639,12,SOLES,0 o menos,0,0.17,274,319,0.183107606,1,1.0,0.0,0.0,0.02145,395,REACTIVO,0.17,0.17,202311,TRADICIONAL,8/11/2023,0.23,216002251,0.21036589600472566,0.18999999999999972,0.22319589644097326,0.23000000000000131,0.22999999912653268,1,484.4008518412884,3203.9689698277507,0.21759040650529782,14724.77128604354,0.04713284366729137,67977.41703098638,0.10877043105772138,7393.93295265088,1109.4086023665698,0.006278584235227314,0.07824159403098951,-3013.0021074,-945.7026109823489,815729.0043718365,13755.531915070022,-5178.079178295621,-2037.4359968552799,1109.4086023665698,853.9162127317607,-3958.704718382349,-1340.6678668073544,0.032742880549522124,0.55877,0.06038854,0.5688799999999999,0.21489223282557385
216002451,0.077546927,0.05072,343,SIN,0.0,1,1,80000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.922195667,24,SOLES,0 o menos,0,0.23,440,1311,0.784476652,1,1.0,0.0,0.0,0.05072,343,REACTIVO,0.23,0.23,202311,TRADICIONAL,8/11/2023,0.2,216002451,0.29238567399039384,0.18999999999999972,0.2986866181563175,0.19999999999999973,0.1999999999948947,1,205.28256502787553,2473.092129049048,0.188739985723269,13103.17005467565,0.07618233932005647,32462.801104848175,0.14540225301716045,9440.328839785781,1974.46456648294,0.006278584235227314,0.0786626027241184,-3013.0021074,-1385.927102984887,779107.2265163562,17046.052891191266,-4994.28549838136,-3482.583099451756,1974.46456648294,871.1445464276314,-4398.9292103848875,-2069.6799377857315,0.045240206675681766,0.69267,0.122801821,0.70278,0.3985893694696548
216002452,0.077565774,0.06053,332,SIN,0.0,4,1,50000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.435124292,25,SOLES,0 o menos,0,0.305,152,319,0.467883842,1,1.0,0.0,0.0,0.06053,332,REACTIVO,0.305,0.305,202311,TRADICIONAL,8/11/2023,0.17,216002452,0.3450393688401947,0.18999999999999972,0.33278085497187804,0.16999999999999882,0.1700000002507207,1,-250.32792547618737,1233.3431297487498,0.16623617445953215,7419.222282746827,0.061492326926858326,20056.862236092355,0.16337993184421015,6826.85163571142,1164.5553015525356,0.006278584235227314,0.07875012420932781,-3013.0021074,-1333.7738317884578,501421.5559023089,12058.047843974233,-3224.70190560862,-2616.757526881744,1164.5553015525356,610.2632242275523,-4346.775939188457,-1075.1661444322717,0.053150497194024086,0.69267,0.10778951,0.70278,0.3644910255209459
216002339,0.077808032,0.07073941,323,SIN,0.0,1,1,52000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.443755777,12,SOLES,0 o menos,0,0.225,80,1245,0.524792507,1,1.0,0.0,0.0,0.07073941,323,REACTIVO REMOTO,0.225,0.225,202311,DIGITAL,8/11/2023,0.17,216002339,0.25649496357054025,0.18999999999999972,0.2439493654701208,0.16999999999999882,0.16999999957724277,1,-161.08189011517607,1576.2646440905119,0.15509114348191871,10163.472966296626,0.06588933072550673,23922.911748143106,0.09353459021628596,2237.6197471429386,765.7466536961876,0.006278584235227314,0.07823910521153499,-145.2998637,-622.2301625426572,287074.9409777173,5225.16694324235,-1838.4876840964419,-1500.0457216600512,765.7466536961876,350.98620965708176,-767.5300262426572,-659.5717305059585,0.07809334993409348,0.55877,0.162344582,0.5688799999999999,0.4177427389169599
216002446,0.077566845,0.05688,336,SIN,0.0,4,1,50000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.682609416,25,SOLES,0 o menos,0,0.25,48,1318,0.513383273,1,1.0,0.0,0.0,0.05688,336,REACTIVO,0.25,0.25,202311,TRADICIONAL,8/11/2023,0.2,216002446,0.34039995008934376,0.18999999999999972,0.3464814690095044,0.19999999999999973,0.20000000000645235,1,124.52369246045055,1443.6966101762616,0.19362367435750938,7456.198809194174,0.07156774692569066,20172.447396943528,0.17727444965396952,7450.123980139196,1170.3593074531802,0.006278584235227314,0.07875222898842371,-3013.0021074,-1341.23824231926,504311.1849235882,12569.648925159578,-3240.857117855836,-2492.51630195466,1170.3593074531802,613.8484747901132,-4354.24034971926,-1258.5416666725703,0.050133365137196365,0.69267,0.10778951,0.70278,0.3644910255209459
216002288,0.077561062,0.04857,346,SIN,0.0,13,1,150000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.559888612,24,SOLES,Incrementa,0,0.185,47,1335,0.739908877,1,1.0,0.0,0.0,0.04857,346,REACTIVO,0.185,0.185,202311,TRADICIONAL,8/11/2023,0.21,216002288,0.26795490395361266,0.18999999999999972,0.2813512757420549,0.2100000000000002,0.20999999980044537,1,824.4229923537496,5217.333120543764,0.19330392809835556,26990.310915405284,0.0858380757087241,60781.105324959004,0.1285355172358935,15625.061622225852,4067.0625748163357,0.006278584235227314,0.07866032727489447,-3013.0021074,-1878.177066823007,1458746.527799016,30265.66397440908,-9345.922815899985,-6257.203242333158,4067.0625748163357,962.523706049915,-4891.179174223007,-4366.278781731659,0.04328538198255615,0.69267,0.141979686,0.70278,0.43872891658885305
