CODCLAVECIC,TT,MontoPD,ScoreApplicantVendida,TieneGarantia,MontoGarantiaBCP,NumSegmentoOrtogonal,FlgComportamientoPersona,MontoSolicitado,ProductoMic,TipoCreditoMic,TipoActivo,CampanaMic,RatioEndeudamiento,CantidadPlazo,Moneda,DeltaEntidades,PeriodoGracia,MontoTasaEspecial,NumMesesAntiguedad,V_CodLocalidad,RatioEndeudamientoU6MU12M,FlgTenenciaPasivo,MontoTipoCambio,MontoGarantiaComercial,MontoGarantiaAfectacion,NumPDVendida,ScoreApplicant,CAMPANIA_PYME,TEA_PIZARRA,TEA_10DD,MESAPERTURA,canal_venta,FECHA,Tasa_dscto_tea,CODCLAVECIC,RMIN,Target IRR - Tmin,TEA,Target IRR - TEA,IRR,producto,NPV,Net_Profit,ROE,ECAP,ROA,Avg_Balance,Spread_Neto,Margen_Neto,RemEc,RemCap,TT,Costo_t_0,Costo_lifetime,SALDO,IF,EF,EL,GEB,IxS,GASTOS,TAXES,PD Temp 12,LGD Temp 12,PD_TTC,LGD_TTC,CAP
216644904,0.078130155,0.01652005,410,SIN,0.0,12,1,290000.0,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.549888574,48,SOLES,0 o menos,0,0.138,25,1794,0.143711544,1,1.0,0.0,0.0,0.01652005,410,AFM,0.138,0.138,202311,TRADICIONAL,17/11/2023,0.26,216644904,0.1979228028569575,0.18999999999999972,0.22751017930545547,0.2599999999999987,0.2600000000001501,3,7480.826482115386,9294.806488870967,0.2323341297488384,40006.20356087583,0.07067426835927558,131516.1331649085,0.11203279377263631,58936.479298555074,12056.751311453278,0.006278584235227314,0.0801665727586558,-5245.7504180999995,-13010.989474909904,6312774.391915608,108391.31859063094,-40976.52006768681,-12359.204064422958,12056.751311453278,3880.8848400338707,-18256.739893009904,-15557.264761514534,0.024854779857723792,0.6858962583182118,0.096,0.5281534887182117,0.302126485485572
216644280,0.076799489,0.09341,305,CON,379396.0,5,1,349000.0,EFECTIVO DE NEGOCIO,CATR,Multiproposito,CONSOLIDACION CT,0.768447822,24,SOLES,0 o menos,0,0.199,70,1311,0.583013496,1,1.0,379396.0,379396.0,0.09341,305,CONSOLIDACION,0.199,0.199,202311,TRADICIONAL,17/11/2023,0.13,216644280,0.18823913608266074,0.18999999999999972,0.1708758120965388,0.13000000000000056,0.12999999999838519,1,-2512.272177725754,3269.775717095137,0.1214023777182186,26933.374605598427,0.02447157529197838,133615.25272003832,0.04333079658037086,11579.31067129365,4058.483068804368,0.006278584235227314,0.07864527161898605,-3013.0021074,-3348.8321515770926,3206766.06528092,41983.54290267105,-20726.189314118044,-11614.262458504903,4058.483068804368,1936.2195412455474,-6361.834258977093,-2736.4080469306737,0.07841618999574841,0.3272,0.094923431,0.36763999999999997,0.19737927849986853
216644907,0.076806339,0.06399,329,SIN,0.0,2,0,167000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1.0,24,SOLES,Incrementa,0,0.2,299,1642,1.0,1,1.0,0.0,0.0,0.06399,329,REACTIVO,0.2,0.2,202311,TRADICIONAL,17/11/2023,0.16,216644907,0.2654447884562865,0.18999999999999972,0.24879021243112986,0.15999999999999948,0.160000000000033,1,-1133.05578459167,3638.355699128824,0.1488295929330564,24446.453339191474,0.054769362664381295,66430.49183216061,0.0883315981080587,11735.823013278174,3683.7387970240266,0.006278584235227314,0.07865599055425787,-3013.0021074,-2084.9832514729205,1594331.8039718547,29565.250215480708,-10246.021525714947,-8618.777296472897,3683.7387970240266,1035.3716199853113,-5097.98535887292,-3044.8650531716385,0.05552498664504771,0.69267,0.106916875,0.70278,0.36244993514521745
216644749,0.076805803,0.03461,366,SIN,0.0,5,1,39800.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.766418947,24,SOLES,0 o menos,0,0.19,63,1298,0.949840058,1,1.0,0.0,0.0,0.03461,366,REACTIVO,0.19,0.19,202311,TRADICIONAL,17/11/2023,0.23,216644749,0.3232084990795765,0.18999999999999972,0.34048786306922896,0.23000000000000131,0.2300000000102933,1,275.12150619748536,949.9229260295006,0.23605069769892037,4024.2326554828273,0.05930165722325355,16018.488698440857,0.193839437062175,6210.029663785175,606.3956090304343,0.006278584235227314,0.07866799613126485,-3013.0021074,-1108.6063539844044,384443.72876258055,9458.420543164828,-2456.8089229945535,-1288.4278933331343,606.3956090304343,496.8459369480361,-4121.608461384405,-794.9709593722055,0.03217689056200116,0.69267,0.06038854,0.70278,0.2488646242321748
216644920,0.077659266,0.03269,370,SIN,0.0,4,1,280000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.490278874,36,SOLES,0 o menos,0,0.155,166,1172,0.523230614,1,1.0,0.0,0.0,0.03269,370,REACTIVO,0.155,0.155,202311,TRADICIONAL,17/11/2023,0.24,216644920,0.2029593592519816,0.18999999999999972,0.22462862848985732,0.24000000000000066,0.23999999999802113,1,3271.9364775457507,6565.331906481903,0.21661329674314528,30308.997670936664,0.06618158392267987,99201.7947795296,0.09348165470879358,27820.64377821776,6850.713418642236,0.006278584235227314,0.07982338908017761,-3013.0021074,-3720.772508685975,3571264.6120630656,60518.49862360021,-23154.548123213364,-11743.359708289085,6850.713418642236,2200.0529861199816,-6733.774616085975,-8241.586861328331,0.030312227586634398,0.69267,0.082109921,0.70278,0.30254782499079586
216644910,0.076803021,0.11938,290,SIN,0.0,5,1,180000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.64363362,24,SOLES,0 o menos,0,0.215,48,992,0.485805515,1,1.0,0.0,0.0,0.11938,290,REACTIVO,0.215,0.215,202311,TRADICIONAL,17/11/2023,0.13,216644910,0.31817488138255556,0.18999999999999972,0.2865100749428682,0.13000000000000056,0.12999999999899914,1,-2165.17496509217,2815.641394498074,0.11859267856697764,23742.118219447104,0.04062804415880034,69302.90278047226,0.0705726881766218,9781.784295322008,3577.6053399245707,0.006278584235227314,0.0786610068272724,-3013.0021074,-2358.7523661498935,1663269.6667313343,34828.22135035348,-10803.15263334953,-15303.26152230051,3577.6053399245707,1059.977100618569,-5371.754473549894,-2356.352372700522,0.09682769267213562,0.69267,0.094923431,0.70278,0.3338744134550452
216644898,0.076670005,0.03461,366,SIN,0.0,4,1,300000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.452336305,12,SOLES,Incrementa,0,0.144,207,943,0.527697915,1,1.0,0.0,0.0,0.03461,366,REACTIVO,0.144,0.144,202311,TRADICIONAL,17/11/2023,0.24,216644898,0.22028399637557206,0.18999999999999972,0.24351727050200722,0.24000000000000066,0.24000000000000066,1,1733.795468270604,9572.278655081143,0.21824145985567373,43860.95410748917,0.07010786064871995,136536.4534947611,0.10903447596814939,14887.180657350877,3304.616340015722,0.006278584235227314,0.0782391565432714,-3013.0021074,-1601.0946699933183,1638437.4419371332,29864.894990148252,-10430.418137518578,-5556.183523032309,3304.616340015722,1008.8873277535084,-4614.096777393319,-4005.4215648921154,0.04669334326398475,0.55877,0.10778951,0.5688799999999999,0.31776358717569825
216644887,0.076805161,0.06893,324,SIN,0.0,4,1,180000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1.0,24,SOLES,0 o menos,0,0.18,39,1338,1.0,1,1.0,0.0,0.0,0.06893,324,REACTIVO,0.18,0.18,202311,TRADICIONAL,17/11/2023,0.16,216644887,0.2683273270758677,0.18999999999999972,0.25155991440273895,0.15999999999999948,0.16000000000003012,1,-1221.1744103859965,3919.4162303977428,0.148294244064413,26429.995682740777,0.054942997567436376,71336.04651961515,0.08532214198691519,12173.08857986358,3982.630901538773,0.006278584235227314,0.07865636266322928,-3013.0021074,-2023.8060820938774,1712065.1164707635,32049.11765198196,-11015.38464264682,-9959.957274095737,3982.630901538773,1099.3128446241847,-5036.808189493878,-3280.078831113,0.059705530482354996,0.69267,0.10778951,0.70278,0.3644910255209459
216650128,0.076799703,0.04374,352,SIN,0.0,14,1,180000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.159835496,24,SOLES,Incrementa,0,0.185,166,1299,0.999995513,1,1.0,0.0,0.0,0.04374,352,REACTIVO,0.185,0.185,202311,TRADICIONAL,18/11/2023,0.21,216650128,0.21560428421571132,0.18999999999999972,0.22291063568341873,0.2100000000000002,0.2099999998085056,1,557.4286105073261,3523.5818101323202,0.1935625620507284,18203.83948632003,0.04870879845429662,72339.73988166616,0.08535801557448382,12349.553286946737,2743.0641508660183,0.006278584235227314,0.07865248433566507,-3013.0021074,-2083.6385640799394,1736153.757159988,29195.95529287926,-11111.394217315228,-6855.951499669303,2743.0641508660183,1120.9437110520118,-5096.64067147994,-2948.8131460681807,0.03961511607078351,0.69267,0.06038854,0.70278,0.2488646242321748
216650111,0.076571028,0.02852,378,SIN,0.0,4,1,39379.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.600644282,13,SOLES,0 o menos,0,0.185,174,1175,0.496652358,1,1.0,0.0,0.0,0.02852,378,REACTIVO,0.185,0.185,202311,TRADICIONAL,18/11/2023,0.23,216650111,0.4186073115227922,0.18999999999999972,0.4407879303842477,0.23000000000000131,0.22999999913523994,1,210.4716758489394,1289.4084854642201,0.23360630144701552,5519.579212877835,0.07137090437784402,18066.304423410063,0.26431163639285427,5173.062359533223,450.5168594038209,0.006278584235227314,0.07811867229666891,-3013.0021074,-629.2165546771314,234861.9575043308,7221.686242293168,-1491.265788361902,-864.9546397382092,450.5168594038209,307.59654534016596,-3642.2186620771317,-584.5013642736744,0.040341053488324265,0.69267,0.082109921,0.70278,0.30254782499079586
216650197,0.076806446,0.10465,298,SIN,0.0,4,1,100000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.96009873,24,SOLES,0 o menos,0,0.255,29,1238,0.524072546,1,1.0,0.0,0.0,0.10465,298,REACTIVO,0.255,0.255,202311,TRADICIONAL,18/11/2023,0.13,216650197,0.33645152108706844,0.18999999999999972,0.30092809867013504,0.13000000000000056,0.1299999999995416,1,-1359.3568378656928,1768.7999861791395,0.1216277882488414,14542.729187513518,0.04537230710815589,38984.13148713766,0.09874782658006528,7699.196510932663,2191.3860051336583,0.006278584235227314,0.07866289526812564,-3013.0021074,-1859.708107448899,935619.1556913038,20494.95479704136,-6061.545048569261,-7738.8436799167985,2191.3860051336583,1004.6304423773656,-4872.710214848899,-1480.272328859139,0.086572279665433,0.69267,0.10778951,0.70278,0.3644910255209459
216650216,0.078194976,0.011809142,430,CON,999314.75,5,1,666000.0,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.491480497,60,SOLES,0 o menos,0,0.1299,137,1172,0.573208803,1,1.0,999314.75,999314.75,0.011809142,430,MULTIPROPOSITO,0.1299,0.1299,202311,TRADICIONAL,18/11/2023,0.26,216650216,0.1168254905437589,0.18999999999999972,0.12472856451834646,0.2599999999999987,0.26000000000112156,4,6052.806429839751,6324.199362717505,0.22565062422368679,28026.509496593924,0.02002092405785865,315879.4940953346,0.03586877891616057,56651.05868927103,10558.008041625784,0.006278584235227314,0.08132530822224404,-5245.7504180999995,-17110.838563027304,18952769.645720076,186176.19050282976,-124398.38695163584,-14428.102479219828,10558.008041625784,9301.357617296939,-22356.588981127305,-13231.480936182,0.009290567119401143,0.4259310055894369,0.006228264,0.35334226402307684,0.08836429185298893
216650188,0.076568567,0.08546,311,SIN,0.0,2,1,150000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.971866845,18,SOLES,0 o menos,0,0.185,95,1337,0.392397475,1,1.0,0.0,0.0,0.08546,311,REACTIVO,0.185,0.185,202311,TRADICIONAL,18/11/2023,0.14,216650188,0.3497104887277409,0.18999999999999972,0.3108174033220388,0.1399999999999988,0.14000000000024215,1,-1826.674874554592,4015.8305383417755,0.129943124493406,30904.524991205362,0.06352717168513475,63214.376334047825,0.10349291530846508,9813.360144325576,3492.6599413254694,0.006278584235227314,0.07822307218556501,-3013.0021074,-1748.697683906836,1137858.7740128608,25662.7919700041,-7325.26836410458,-9271.800415228388,3492.6599413254694,747.636953654445,-4761.699791306836,-2520.5744868315405,0.08983381203520645,0.69267,0.163510966,0.70278,0.47811380567902534
216646021,0.076796921,0.05848,335,SIN,0.0,14,1,250000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1.0,24,SOLES,Incrementa,0,0.155,21,1245,1.0,1,1.0,0.0,0.0,0.05848,335,REACTIVO,0.155,0.155,202311,TRADICIONAL,18/11/2023,0.18,216646021,0.24020735453821485,0.18999999999999972,0.2352334234231679,0.17999999999999838,0.18000000000682692,1,-513.8885598195193,5569.872108269999,0.16512822249099934,33730.58841333799,0.055909653915996935,99622.72556075222,0.08229779452153635,16397.461195748387,5082.7281757662,0.006278584235227314,0.07865416047774665,-3013.0021074,-2666.1316378166866,2390945.4134580535,42165.831207765776,-15346.821646560933,-11909.289001447036,5082.7281757662,1487.74063599056,-5679.133745216686,-4661.311409757881,0.050872081801730154,0.69267,0.094923431,0.70278,0.3338744134550452
216650119,0.076568781,0.04868,346,CON,175421.48,5,1,210000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.562344698,13,SOLES,0 o menos,0,0.149,104,1526,0.524064384,1,1.0,175421.48,175421.48,0.04868,346,REACTIVO,0.149,0.149,202311,TRADICIONAL,18/11/2023,0.18,216650119,0.1950261757261651,0.18999999999999972,0.19210316420587947,0.17999999999999838,0.17999999999876737,1,-168.2740866630338,3230.423593386184,0.17019142961084172,18981.117913944567,0.034050976034960836,94870.22016841576,0.07566663428517513,7776.719441874025,1549.2691201192806,0.006278584235227314,0.07814806924018702,-3013.0021074,-1348.9785687752876,1233312.862189405,18068.38122642334,-7863.596984236686,-3213.193653087877,1549.2691201192806,785.1288527752463,-4361.980676175288,-1464.3823263163142,0.05943786650343413,0.3272,0.094923431,0.36763999999999997,0.19737927849986853
216650113,0.076803342,0.09102,307,CON,1500012.5,5,1,115000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.547426751,24,SOLES,Incrementa,0,0.16,137,934,0.751943226,1,1.0,1500012.5,1500012.5,0.09102,307,REACTIVO,0.16,0.16,202311,TRADICIONAL,18/11/2023,0.15,216650113,0.22113185519368184,0.18999999999999972,0.20896063230124984,0.15000000000000124,0.14999999967224387,1,-574.5757753662401,1292.7723221559045,0.14428020703311017,8960.150174023749,0.029067985599171127,44474.09393902988,0.0821601465601961,7307.996152325248,1350.1693830694746,0.006278584235227314,0.0786505722033346,-3013.0021074,-1977.7242162049206,1067378.2545367172,16836.805390252757,-6895.603097520849,-3764.923188429416,1350.1693830694746,1131.7170480227485,-4990.72632360492,-1081.8945674779914,0.0762182873001723,0.3272,0.094923431,0.36763999999999997,0.19737927849986853
216650126,0.076798526,0.05174,342,SIN,0.0,5,1,120000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.8105277,25,SOLES,Incrementa,0,0.199,110,1328,0.79501492,1,1.0,0.0,0.0,0.05174,342,REACTIVO,0.199,0.199,202311,TRADICIONAL,18/11/2023,0.2,216650126,0.25280968811498195,0.18999999999999972,0.2578925170087667,0.19999999999999973,0.19999999999326334,1,259.3806969925281,3009.068806822743,0.18619158388999646,16161.142968741951,0.06296873006864963,47786.71578007375,0.11128171312155077,11078.724159290106,2536.7274366699485,0.006278584235227314,0.07873828132952432,-3013.0021074,-1710.4021870743843,1194667.8945018437,22912.431239234604,-7667.324848272202,-5433.0518748533705,2536.7274366699485,1266.6696431810767,-4723.404294474384,-2623.153953938273,0.04591030738150213,0.69267,0.094923431,0.70278,0.3338744134550452
216650100,0.076796493,0.02505,386,SIN,0.0,5,1,162000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.80710404,24,SOLES,0 o menos,0,0.149,127,1298,0.433124277,1,1.0,0.0,0.0,0.02505,386,REACTIVO,0.149,0.149,202311,TRADICIONAL,18/11/2023,0.24,216650100,0.19037498839713662,0.18999999999999972,0.20537248338916858,0.24000000000000066,0.23999999977046227,1,1044.514219625511,3019.018056158853,0.22330298081591649,13519.828732817638,0.04659708977823944,64789.84139410176,0.08904258716919554,11538.110200025318,2037.24920507621,0.006278584235227314,0.07865007784235356,-3013.0021074,-1997.7670674636456,1554956.193458442,24307.626254889095,-9910.720663229955,-3881.8894860027717,2037.24920507621,1023.0940943689457,-5010.769174863646,-2526.5541179201755,0.023848150722825128,0.69267,0.04318344,0.70278,0.20721531090075293
216650196,0.076799275,0.07665,318,SIN,0.0,4,1,170000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.90313049,24,SOLES,Incrementa,0,0.195,122,1225,0.307491452,1,1.0,0.0,0.0,0.07665,318,REACTIVO,0.195,0.195,202311,TRADICIONAL,18/11/2023,0.16,216650196,0.2780108277076341,0.18999999999999972,0.2611215838664611,0.15999999999999948,0.16000000000005743,1,-1149.3890139764553,3687.669774328082,0.14802479232359056,24912.514427087506,0.05491903244132393,67147.3915398642,0.08685495327843937,11664.16710992796,3753.9676882028307,0.006278584235227314,0.07865764265028141,-3013.0021074,-1943.6581536298522,1611537.3969567409,31178.285762951393,-10383.098299482934,-10171.77692488739,3753.9676882028307,1040.7565713468914,-4956.660261029852,-3086.1349884447773,0.06511094278158226,0.69267,0.10778951,0.70278,0.3644910255209459
216650192,0.076762997,0.06712,326,SIN,0.0,5,1,70000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,1.0,24,SOLES,0 o menos,0,0.25,158,723,1.0,1,1.0,0.0,0.0,0.06712,326,REACTIVO,0.25,0.25,202311,TRADICIONAL,18/11/2023,0.17,216650192,0.310773925263778,0.18999999999999972,0.2999517960762188,0.16999999999999882,0.1700000002112061,1,-302.9089394787552,1548.2684461548724,0.1627076283978986,9515.647553835703,0.055196751024668665,28049.992389278792,0.13156188370035268,7380.619673028148,1433.8750732678125,0.006278584235227314,0.0786627678941485,-3013.0021074,-1409.241727818313,673199.817342691,14759.056767236145,-4329.9092132955,-3814.75384379412,1433.8750732678125,766.2259628816275,-4422.243835218313,-1295.7140187679063,0.05799905810793877,0.69267,0.094923431,0.70278,0.3338744134550452
216650191,0.076842618,0.06473,328,SIN,0.0,1,1,150000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.23513834,25,SOLES,Incrementa,0,0.19,243,319,0.288407652,1,1.0,0.0,0.0,0.06473,328,REACTIVO,0.19,0.19,202311,TRADICIONAL,18/11/2023,0.16,216650191,0.29562479836386113,0.18999999999999972,0.2732724479436619,0.15999999999999948,0.1600000000002011,1,-1381.3843588834861,4275.425002048602,0.14913838060841977,28667.503191376534,0.07212530836490733,59277.736192374,0.1067281057333496,13180.41769994437,4499.783340017636,0.006278584235227314,0.07874076118963158,-3013.0021074,-2032.9642929384795,1481943.4048093501,29901.474097866267,-9537.024092726264,-8158.869960807252,4499.783340017636,974.8376556116264,-5045.96640033848,-3727.09921868894,0.0563384369375915,0.69267,0.162344582,0.70278,0.4761514743282106
216650120,0.076805161,0.05291,341,SIN,0.0,4,1,200000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.693679912,24,SOLES,Incrementa,0,0.18,125,961,0.781403409,1,1.0,0.0,0.0,0.05291,341,REACTIVO,0.18,0.18,202311,TRADICIONAL,18/11/2023,0.18,216650120,0.24630078854744664,0.18999999999999972,0.240819983673628,0.17999999999999838,0.1800000000069759,1,-454.0837382315367,4923.92421197371,0.16643879525041294,29583.993350621746,0.061453724775425676,80124.09711482136,0.09192640345514665,14731.040155712837,4457.8942623908,0.006278584235227314,0.07865491638542754,-3013.0021074,-2207.3529859555015,1922978.3307557125,34663.20475842909,-12329.675755502623,-8826.86286316006,4457.8942623908,1224.3740159464317,-5220.355093355502,-4120.7309008007005,0.046589849317230064,0.69267,0.10778951,0.70278,0.3644910255209459
216650118,0.078410679,0.030720814,373,CON,794422.68,3,1,400000.0,NEGOCIO COMERCIAL,ACFI,Multiproposito,MULTIPROPOSITO PYME,0.477848112,72,SOLES,0 o menos,0,0.125,84,411,0.78717044,1,1.0,794422.68,794422.68,0.030720814,373,MULTIPROPOSITO,0.125,0.125,202311,TRADICIONAL,18/11/2023,0.24,216650118,0.1380886416479521,0.18999999999999972,0.1440142836491538,0.24000000000000066,0.23999999988414267,4,2715.0005614334223,3118.4205134788185,0.20583571979134357,15150.0454665496,0.019010723114612802,164034.81838530433,0.04355572666269572,42867.9342765315,6848.700237306391,0.006278584235227314,0.08111078803782701,-5245.7504180999995,-17931.13504485436,11810506.923741912,132481.79133927496,-77796.38274011304,-18905.352466968263,6848.700237306391,7087.878144337795,-23176.88546295436,-7829.225970010642,0.02628957602086676,0.3631237675677917,0.026001935,0.2946428078629084,0.09142211584229626
216650212,0.076841869,0.04677,348,SIN,0.0,12,1,180000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.172201905,25,SOLES,0 o menos,0,0.18,348,1526,0.101151883,1,1.0,0.0,0.0,0.04677,348,REACTIVO,0.18,0.18,202311,TRADICIONAL,18/11/2023,0.21,216650212,0.23080329372533592,0.18999999999999972,0.239916625698247,0.2100000000000002,0.20999999978056794,1,706.3321087561999,4302.924671534729,0.19289156098268628,22307.480169756906,0.060012691590469416,71700.24468987616,0.09622908177867641,14374.268145444168,3501.48483303704,0.006278584235227314,0.07873535079334415,-3013.0021074,-2147.252432739803,1792506.1172469037,32218.916289701312,-11492.1279455021,-7508.124904131285,3501.48483303704,1155.6047053762275,-5160.254540139804,-3751.072039310714,0.04202724544296631,0.69267,0.084104469,0.70278,0.3074605336830866
216650214,0.077751908,0.07253,321,SIN,0.0,5,1,180000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.702897055,36,SOLES,0 o menos,0,0.2,48,1513,0.358064847,1,1.0,0.0,0.0,0.07253,321,REACTIVO,0.2,0.2,202311,TRADICIONAL,18/11/2023,0.16,216650214,0.263749712394433,0.18999999999999972,0.24845852391038514,0.15999999999999948,0.1600000000001247,1,-1419.6983075591197,3155.6693088129978,0.14742223836434504,21405.653202836023,0.050144293993374174,62931.77264057148,0.07563554143581173,14279.636091555083,4838.299082786497,0.006278584235227314,0.07983732244558905,-3013.0021074,-2676.553029439436,2265543.815060573,41888.460449197286,-14820.993409635119,-14233.308780526842,4838.299082786497,1445.4778325197822,-5689.555136839436,-3961.372111063135,0.06235357999595566,0.69267,0.094923431,0.70278,0.3338744134550452
216650110,0.078192941,0.005580351,473,CON,2383892.94,5,1,180000.0,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.999997234,60,SOLES,Incrementa,0,0.125,187,1331,1.0,1,1.0,2383892.94,2383892.94,0.005580351,473,AFM,0.125,0.125,202311,TRADICIONAL,18/11/2023,0.27,216650110,0.14840123307937936,0.18999999999999972,0.15514439930668078,0.2699999999999987,0.269999999869718,3,1230.7045732033894,1107.5356329437623,0.24837292328951927,4459.16414025835,0.01491896519904914,74236.75959873885,0.06751616737750775,25060.907433161286,1679.834260399022,0.006278584235227314,0.081363601933921,-5245.7504180999995,-13640.12863046907,4454205.575924331,53767.01843490476,-29227.352708604925,-2359.8847396673036,1679.834260399022,2881.126446528767,-18885.87904856907,-2317.184480272416,0.007299282518786774,0.49424822226200005,0.006228264,0.24887058066200002,0.05986649272339716
216650211,0.077682506,0.03664,363,SIN,0.0,4,1,50000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.433820332,36,SOLES,0 o menos,0,0.205,135,1526,0.458420305,1,1.0,0.0,0.0,0.03664,363,REACTIVO,0.205,0.205,202311,TRADICIONAL,18/11/2023,0.23,216650211,0.2843681933458797,0.18999999999999972,0.3040023870272015,0.23000000000000131,0.230000000009575,1,515.8608566784678,1237.5493274216217,0.22491482433199392,5502.302176378072,0.06878868981707872,17990.59308605069,0.16002314578747695,8636.733900636793,1243.6800372743146,0.006278584235227314,0.0798685280141056,-3013.0021074,-1601.2444797807923,647661.3510978248,14406.905886745095,-4205.777124427788,-2349.1627754658866,1243.6800372743146,784.7679137853721,-4614.246587180793,-1553.5193684654434,0.033647685088260736,0.69267,0.082109921,0.70278,0.30254782499079586
216650194,0.077688717,0.052512985,341,SIN,0.0,4,1,170000.0,NEGOCIO COMERCIAL,ACFI,Mueble,ACTIVO FIJO MUEBLES,0.25295219,36,SOLES,0 o menos,0,0.165,139,321,0.496609987,1,1.0,0.0,0.0,0.052512985,341,AFM,0.165,0.165,202311,TRADICIONAL,18/11/2023,0.21,216650194,0.2156563690855886,0.18999999999999972,0.2205086640664451,0.2100000000000002,0.20999999999999686,3,607.1992222001318,2705.667094133388,0.19222898239972847,14075.229761697006,0.032738073425002574,82645.88630517971,0.0981437954153287,24333.54287236222,3181.410564803753,0.006278584235227314,0.07945493001368575,-5245.7504180999995,-10755.72602275369,2975251.9069864694,49598.532846874456,-19184.795005240798,-8013.0550353799235,3181.410564803753,1932.8600661084804,-16001.47644085369,-3396.475713912125,0.03854981407520072,0.6769990822018075,0.028353412,0.5192563126018075,0.1688171870036042
216650127,0.076802593,0.08412,312,SIN,0.0,5,1,290000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.619746154,24,SOLES,Incrementa,0,0.1475,84,1311,0.691278639,1,1.0,0.0,0.0,0.08412,312,REACTIVO,0.1475,0.1475,202311,TRADICIONAL,18/11/2023,0.13,216650127,0.266376027982296,0.18999999999999972,0.2358748158658317,0.13000000000000056,0.12999999999829281,1,-3541.612692523675,4614.329530351257,0.11962725411004413,38572.560782065375,0.04071486717896734,113332.790945096,0.05940789595502739,13465.725305518268,5812.345728926953,0.006278584235227314,0.07865424738909366,-3013.0021074,-3174.7723870416744,2719986.982682304,47959.629280109955,-17549.852243039833,-18608.653636620264,5812.345728926953,1664.6019050684095,-6187.7744944416745,-3861.6374793010455,0.07096879583076626,0.69267,0.094923431,0.70278,0.3338744134550452
216650116,0.076844866,0.04767,347,SIN,0.0,5,1,158000.0,EFECTIVO DE NEGOCIO,CATR,NOT,CREDITO FLEXIBLE,0.732188589,25,SOLES,0 o menos,0,0.159,59,607,0.526675633,1,1.0,0.0,0.0,0.04767,347,REACTIVO,0.159,0.159,202311,TRADICIONAL,18/11/2023,0.21,216650116,0.22382896997713342,0.18999999999999972,0.23119893822105975,0.2100000000000002,0.20999999978598782,1,503.5809034137055,3065.6450910498015,0.1938809256510852,15811.999456650223,0.04883240306405866,62778.9111059775,0.08850794358566628,11575.900671952948,2481.924262898674,0.006278584235227314,0.07873391696962484,-3013.0021074,-1985.587924822167,1569472.7776494375,27274.21785898818,-10063.644735951655,-6663.689950558394,2481.924262898674,1029.0174994748184,-4998.590032222167,-2672.474296275689,0.042651881579448644,0.69267,0.06038854,0.70278,0.2488646242321748
