product_code_final,Moneda,CantidadPlazo,t,prepagoRDM
2,SOLES,120,125,0
2,SOLES,120,126,0
2,SOLES,120,127,0
2,SOLES,120,128,0
2,SOLES,120,129,0
2,SOLES,120,130,0
2,SOLES,120,131,0
2,SOLES,120,132,0
2,SOLES,120,133,0
2,SOLES,120,134,0
2,SOLES,120,135,0
2,SOLES,120,136,0
2,SOLES,120,137,0
2,SOLES,120,138,0
2,SOLES,120,139,0
2,SOLES,120,140,0
2,SOLES,120,141,0
2,SOLES,120,142,0
2,SOLES,120,143,0
2,SOLES,120,144,0
2,SOLES,132,1,0
2,SOLES,132,2,0.010041659
2,SOLES,132,3,0.011725993
2,SOLES,132,4,0.013223159
2,SOLES,132,5,0.014545864
2,SOLES,132,6,0.015706427
2,SOLES,132,7,0.016716745
2,SOLES,132,8,0.017588334
2,SOLES,132,9,0.018332269
2,SOLES,132,10,0.018959232
2,SOLES,132,11,0.019479484
2,SOLES,132,12,0.019902916
2,SOLES,132,13,0.020238956
2,SOLES,132,14,0.020496671
2,SOLES,132,15,0.020684675
2,SOLES,132,16,0.020811225
2,SOLES,132,17,0.020884121
2,SOLES,132,18,0.020910785
2,SOLES,132,19,0.020898217
2,SOLES,132,20,0.020853025
2,SOLES,132,21,0.020781375
2,SOLES,132,22,0.020689074
2,SOLES,132,23,0.020581474
2,SOLES,132,24,0.020463538
2,SOLES,132,25,0.020339827
2,SOLES,132,26,0.020214491
2,SOLES,132,27,0.020091257
2,SOLES,132,28,0.01997345
2,SOLES,132,29,0.019864009
2,SOLES,132,30,0.019765434
2,SOLES,132,31,0.019679829
2,SOLES,132,32,0.019608894
2,SOLES,132,33,0.019553908
2,SOLES,132,34,0.019515759
2,SOLES,132,35,0.019494923
2,SOLES,132,36,0.019491445
2,SOLES,132,37,0.019504978
2,SOLES,132,38,0.019534784
2,SOLES,132,39,0.019579694
2,SOLES,132,40,0.019638137
2,SOLES,132,41,0.019708119
2,SOLES,132,42,0.019787277
2,SOLES,132,43,0.019872785
2,SOLES,132,44,0.019961467
2,SOLES,132,45,0.020049684
2,SOLES,132,46,0.020133436
2,SOLES,132,47,0.020208272
2,SOLES,132,48,0.02026938
2,SOLES,132,49,0.020311483
2,SOLES,132,50,0.020328938
2,SOLES,132,51,0.020315687
2,SOLES,132,52,0.020265262
2,SOLES,132,53,0.020170762
2,SOLES,132,54,0.020024915
2,SOLES,132,55,0.01982002
2,SOLES,132,56,0.01954797
2,SOLES,132,57,0.019200251
2,SOLES,132,58,0.018767945
2,SOLES,132,59,0.018241712
2,SOLES,132,60,0.018241712
2,SOLES,132,61,0.018241712
2,SOLES,132,62,0.018241712
2,SOLES,132,63,0.018241712
2,SOLES,132,64,0.018241712
2,SOLES,132,65,0.018241712
2,SOLES,132,66,0.018241712
2,SOLES,132,67,0.018241712
2,SOLES,132,68,0.018241712
2,SOLES,132,69,0.018241712
2,SOLES,132,70,0.018241712
2,SOLES,132,71,0.018241712
2,SOLES,132,72,0.018241712
2,SOLES,132,73,0.018241712
2,SOLES,132,74,0.018241712
2,SOLES,132,75,0.018241712
2,SOLES,132,76,0.018241712
2,SOLES,132,77,0.018241712
2,SOLES,132,78,0.018241712
2,SOLES,132,79,0.018241712
2,SOLES,132,80,0.018241712
2,SOLES,132,81,0.018241712
2,SOLES,132,82,0.018241712
2,SOLES,132,83,0.018241712
2,SOLES,132,84,0.018241712
2,SOLES,132,85,0.018241712
2,SOLES,132,86,0.018241712
2,SOLES,132,87,0.018241712
2,SOLES,132,88,0.018241712
2,SOLES,132,89,0.018241712
2,SOLES,132,90,0.018241712
2,SOLES,132,91,0.018241712
2,SOLES,132,92,0.018241712
2,SOLES,132,93,0.018241712
2,SOLES,132,94,0.018241712
2,SOLES,132,95,0.018241712
2,SOLES,132,96,0.018241712
2,SOLES,132,97,0.018241712
2,SOLES,132,98,0.018241712
2,SOLES,132,99,0.018241712
2,SOLES,132,100,0.018241712
2,SOLES,132,101,0.018241712
2,SOLES,132,102,0.018241712
2,SOLES,132,103,0.018241712
2,SOLES,132,104,0.018241712
2,SOLES,132,105,0.018241712
2,SOLES,132,106,0.018241712
2,SOLES,132,107,0.018241712
2,SOLES,132,108,0.018241712
2,SOLES,132,109,0.018241712
2,SOLES,132,110,0.018241712
2,SOLES,132,111,0.018241712
2,SOLES,132,112,0.018241712
2,SOLES,132,113,0.018241712
2,SOLES,132,114,0.018241712
2,SOLES,132,115,0.018241712
2,SOLES,132,116,0.018241712
2,SOLES,132,117,0.018241712
2,SOLES,132,118,0.018241712
2,SOLES,132,119,0.018241712
2,SOLES,132,120,0.018241712
2,SOLES,132,121,0.018241712
2,SOLES,132,122,0.018241712
2,SOLES,132,123,0.018241712
2,SOLES,132,124,0.018241712
2,SOLES,132,125,0.018241712
2,SOLES,132,126,0.018241712
2,SOLES,132,127,0.018241712
2,SOLES,132,128,0.018241712
2,SOLES,132,129,0.018241712
2,SOLES,132,130,0.018241712
2,SOLES,132,131,0.018241712
2,SOLES,132,132,0.018241712
2,SOLES,132,133,0.018241712
2,SOLES,132,134,0
2,SOLES,132,135,0
2,SOLES,132,136,0
2,SOLES,132,137,0
2,SOLES,132,138,0
2,SOLES,132,139,0
2,SOLES,132,140,0
2,SOLES,132,141,0
2,SOLES,132,142,0
2,SOLES,132,143,0
2,SOLES,132,144,0
2,SOLES,144,1,0
2,SOLES,144,2,0.010034215
2,SOLES,144,3,0.0117173
2,SOLES,144,4,0.013213356
2,SOLES,144,5,0.01453508
2,SOLES,144,6,0.015694783
2,SOLES,144,7,0.016704351
2,SOLES,144,8,0.017575295
2,SOLES,144,9,0.018318678
2,SOLES,144,10,0.018945176
2,SOLES,144,11,0.019465042
2,SOLES,144,12,0.019888161
2,SOLES,144,13,0.020223951
2,SOLES,144,14,0.020481475
2,SOLES,144,15,0.02066934
2,SOLES,144,16,0.020795796
2,SOLES,144,17,0.020868638
2,SOLES,144,18,0.020895282
2,SOLES,144,19,0.020882723
2,SOLES,144,20,0.020837565
2,SOLES,144,21,0.020765968
2,SOLES,144,22,0.020673736
2,SOLES,144,23,0.020566215
2,SOLES,144,24,0.020448367
2,SOLES,144,25,0.020324747
2,SOLES,144,26,0.020199504
2,SOLES,144,27,0.020076361
2,SOLES,144,28,0.019958642
2,SOLES,144,29,0.019849282
2,SOLES,144,30,0.01975078
2,SOLES,144,31,0.019665239
2,SOLES,144,32,0.019594356
2,SOLES,144,33,0.019539411
2,SOLES,144,34,0.01950129
2,SOLES,144,35,0.01948047
2,SOLES,144,36,0.019476995
2,SOLES,144,37,0.019490517
2,SOLES,144,38,0.019520302
2,SOLES,144,39,0.019565178
2,SOLES,144,40,0.019623578
2,SOLES,144,41,0.019693507
2,SOLES,144,42,0.019772607
2,SOLES,144,43,0.019858051
2,SOLES,144,44,0.019946668
2,SOLES,144,45,0.020034819
2,SOLES,144,46,0.02011851
2,SOLES,144,47,0.02019329
2,SOLES,144,48,0.020254352
2,SOLES,144,49,0.020296425
2,SOLES,144,50,0.020313867
2,SOLES,144,51,0.020300626
2,SOLES,144,52,0.020250238
2,SOLES,144,53,0.020155808
2,SOLES,144,54,0.020010069
2,SOLES,144,55,0.019805325
2,SOLES,144,56,0.019533478
2,SOLES,144,57,0.019186016
2,SOLES,144,58,0.018754031
2,SOLES,144,59,0.018228188
2,SOLES,144,60,0.018228188
2,SOLES,144,61,0.018228188
2,SOLES,144,62,0.018228188
2,SOLES,144,63,0.018228188
2,SOLES,144,64,0.018228188
2,SOLES,144,65,0.018228188
2,SOLES,144,66,0.018228188
2,SOLES,144,67,0.018228188
2,SOLES,144,68,0.018228188
2,SOLES,144,69,0.018228188
2,SOLES,144,70,0.018228188
2,SOLES,144,71,0.018228188
2,SOLES,144,72,0.018228188
2,SOLES,144,73,0.018228188
2,SOLES,144,74,0.018228188
2,SOLES,144,75,0.018228188
2,SOLES,144,76,0.018228188
2,SOLES,144,77,0.018228188
2,SOLES,144,78,0.018228188
2,SOLES,144,79,0.018228188
2,SOLES,144,80,0.018228188
2,SOLES,144,81,0.018228188
2,SOLES,144,82,0.018228188
2,SOLES,144,83,0.018228188
2,SOLES,144,84,0.018228188
2,SOLES,144,85,0.018228188
2,SOLES,144,86,0.018228188
2,SOLES,144,87,0.018228188
2,SOLES,144,88,0.018228188
2,SOLES,144,89,0.018228188
2,SOLES,144,90,0.018228188
2,SOLES,144,91,0.018228188
2,SOLES,144,92,0.018228188
2,SOLES,144,93,0.018228188
2,SOLES,144,94,0.018228188
2,SOLES,144,95,0.018228188
2,SOLES,144,96,0.018228188
2,SOLES,144,97,0.018228188
2,SOLES,144,98,0.018228188
2,SOLES,144,99,0.018228188
2,SOLES,144,100,0.018228188
2,SOLES,144,101,0.018228188
2,SOLES,144,102,0.018228188
2,SOLES,144,103,0.018228188
2,SOLES,144,104,0.018228188
2,SOLES,144,105,0.018228188
2,SOLES,144,106,0.018228188
2,SOLES,144,107,0.018228188
2,SOLES,144,108,0.018228188
2,SOLES,144,109,0.018228188
2,SOLES,144,110,0.018228188
2,SOLES,144,111,0.018228188
2,SOLES,144,112,0.018228188
2,SOLES,144,113,0.018228188
2,SOLES,144,114,0.018228188
2,SOLES,144,115,0.018228188
2,SOLES,144,116,0.018228188
2,SOLES,144,117,0.018228188
2,SOLES,144,118,0.018228188
2,SOLES,144,119,0.018228188
2,SOLES,144,120,0.018228188
2,SOLES,144,121,0.018228188
2,SOLES,144,122,0.018228188
2,SOLES,144,123,0.018228188
2,SOLES,144,124,0.018228188
2,SOLES,144,125,0.018228188
2,SOLES,144,126,0.018228188
2,SOLES,144,127,0.018228188
2,SOLES,144,128,0.018228188
2,SOLES,144,129,0.018228188
2,SOLES,144,130,0.018228188
2,SOLES,144,131,0.018228188
2,SOLES,144,132,0.018228188
2,SOLES,144,133,0.018228188
2,SOLES,144,134,0.018228188
2,SOLES,144,135,0.018228188
2,SOLES,144,136,0.018228188
2,SOLES,144,137,0.018228188
2,SOLES,144,138,0.018228188
2,SOLES,144,139,0.018228188
2,SOLES,144,140,0.018228188
2,SOLES,144,141,0.018228188
2,SOLES,144,142,0.018228188
2,SOLES,144,143,0.018228188
2,SOLES,144,144,0.018228188
2,DOLARES,12,1,0
2,DOLARES,12,2,1.35E-63
2,DOLARES,12,3,1.48E-63
2,DOLARES,12,4,1.60E-63
2,DOLARES,12,5,1.70E-63
2,DOLARES,12,6,1.79E-63
2,DOLARES,12,7,1.87E-63
2,DOLARES,12,8,1.94E-63
2,DOLARES,12,9,2.00E-63
2,DOLARES,12,10,2.05E-63
2,DOLARES,12,11,2.09E-63
2,DOLARES,12,12,2.12E-63
2,DOLARES,12,13,2.15E-63
2,DOLARES,12,14,0
2,DOLARES,12,15,0
2,DOLARES,12,16,0
2,DOLARES,12,17,0
2,DOLARES,12,18,0
2,DOLARES,12,19,0
2,DOLARES,12,20,0
2,DOLARES,12,21,0
2,DOLARES,12,22,0
2,DOLARES,12,23,0
2,DOLARES,12,24,0
2,DOLARES,12,25,0
2,DOLARES,12,26,0
2,DOLARES,12,27,0
2,DOLARES,12,28,0
2,DOLARES,12,29,0
2,DOLARES,12,30,0
2,DOLARES,12,31,0
2,DOLARES,12,32,0
2,DOLARES,12,33,0
2,DOLARES,12,34,0
2,DOLARES,12,35,0
2,DOLARES,12,36,0
2,DOLARES,12,37,0
2,DOLARES,12,38,0
2,DOLARES,12,39,0
2,DOLARES,12,40,0
2,DOLARES,12,41,0
2,DOLARES,12,42,0
2,DOLARES,12,43,0
2,DOLARES,12,44,0
2,DOLARES,12,45,0
2,DOLARES,12,46,0
2,DOLARES,12,47,0
2,DOLARES,12,48,0
2,DOLARES,12,49,0
2,DOLARES,12,50,0
2,DOLARES,12,51,0
2,DOLARES,12,52,0
2,DOLARES,12,53,0
2,DOLARES,12,54,0
2,DOLARES,12,55,0
2,DOLARES,12,56,0
2,DOLARES,12,57,0
2,DOLARES,12,58,0
2,DOLARES,12,59,0
2,DOLARES,12,60,0
2,DOLARES,12,61,0
2,DOLARES,12,62,0
2,DOLARES,12,63,0
2,DOLARES,12,64,0
2,DOLARES,12,65,0
2,DOLARES,12,66,0
2,DOLARES,12,67,0
2,DOLARES,12,68,0
2,DOLARES,12,69,0
2,DOLARES,12,70,0
2,DOLARES,12,71,0
2,DOLARES,12,72,0
2,DOLARES,12,73,0
2,DOLARES,12,74,0
2,DOLARES,12,75,0
2,DOLARES,12,76,0
2,DOLARES,12,77,0
2,DOLARES,12,78,0
2,DOLARES,12,79,0
2,DOLARES,12,80,0
2,DOLARES,12,81,0
2,DOLARES,12,82,0
2,DOLARES,12,83,0
2,DOLARES,12,84,0
2,DOLARES,12,85,0
2,DOLARES,12,86,0
2,DOLARES,12,87,0
2,DOLARES,12,88,0
2,DOLARES,12,89,0
2,DOLARES,12,90,0
2,DOLARES,12,91,0
2,DOLARES,12,92,0
2,DOLARES,12,93,0
2,DOLARES,12,94,0
2,DOLARES,12,95,0
2,DOLARES,12,96,0
2,DOLARES,12,97,0
2,DOLARES,12,98,0
2,DOLARES,12,99,0
2,DOLARES,12,100,0
2,DOLARES,12,101,0
2,DOLARES,12,102,0
2,DOLARES,12,103,0
2,DOLARES,12,104,0
2,DOLARES,12,105,0
2,DOLARES,12,106,0
2,DOLARES,12,107,0
2,DOLARES,12,108,0
2,DOLARES,12,109,0
2,DOLARES,12,110,0
2,DOLARES,12,111,0
2,DOLARES,12,112,0
2,DOLARES,12,113,0
2,DOLARES,12,114,0
2,DOLARES,12,115,0
2,DOLARES,12,116,0
2,DOLARES,12,117,0
2,DOLARES,12,118,0
2,DOLARES,12,119,0
2,DOLARES,12,120,0
2,DOLARES,12,121,0
2,DOLARES,12,122,0
2,DOLARES,12,123,0
2,DOLARES,12,124,0
2,DOLARES,12,125,0
2,DOLARES,12,126,0
2,DOLARES,12,127,0
2,DOLARES,12,128,0
2,DOLARES,12,129,0
2,DOLARES,12,130,0
2,DOLARES,12,131,0
2,DOLARES,12,132,0
2,DOLARES,12,133,0
2,DOLARES,12,134,0
2,DOLARES,12,135,0
2,DOLARES,12,136,0
2,DOLARES,12,137,0
2,DOLARES,12,138,0
2,DOLARES,12,139,0
2,DOLARES,12,140,0
2,DOLARES,12,141,0
2,DOLARES,12,142,0
2,DOLARES,12,143,0
2,DOLARES,12,144,0
2,DOLARES,24,1,0
2,DOLARES,24,2,0.011174748
2,DOLARES,24,3,0.01226232
2,DOLARES,24,4,0.013232219
2,DOLARES,24,5,0.014091822
2,DOLARES,24,6,0.014848258
2,DOLARES,24,7,0.015508497
2,DOLARES,24,8,0.016079307
2,DOLARES,24,9,0.016567232
2,DOLARES,24,10,0.016978651
2,DOLARES,24,11,0.017319737
2,DOLARES,24,12,0.017596431
2,DOLARES,24,13,0.017814517
2,DOLARES,24,14,0.017979565
2,DOLARES,24,15,0.018096945
2,DOLARES,24,16,0.01817184
2,DOLARES,24,17,0.018209223
2,DOLARES,24,18,0.018213849
2,DOLARES,24,19,0.018190332
2,DOLARES,24,20,0.018143027
2,DOLARES,24,21,0.018076121
2,DOLARES,24,22,0.017993611
2,DOLARES,24,23,0.01789927
2,DOLARES,24,24,0.017796696
2,DOLARES,24,25,0.017689263
2,DOLARES,24,26,0
2,DOLARES,24,27,0
2,DOLARES,24,28,0
2,DOLARES,24,29,0
2,DOLARES,24,30,0
2,DOLARES,24,31,0
2,DOLARES,24,32,0
2,DOLARES,24,33,0
2,DOLARES,24,34,0
2,DOLARES,24,35,0
2,DOLARES,24,36,0
2,DOLARES,24,37,0
2,DOLARES,24,38,0
2,DOLARES,24,39,0
2,DOLARES,24,40,0
2,DOLARES,24,41,0
2,DOLARES,24,42,0
2,DOLARES,24,43,0
2,DOLARES,24,44,0
2,DOLARES,24,45,0
2,DOLARES,24,46,0
2,DOLARES,24,47,0
2,DOLARES,24,48,0
2,DOLARES,24,49,0
2,DOLARES,24,50,0
2,DOLARES,24,51,0
2,DOLARES,24,52,0
2,DOLARES,24,53,0
2,DOLARES,24,54,0
2,DOLARES,24,55,0
2,DOLARES,24,56,0
2,DOLARES,24,57,0
2,DOLARES,24,58,0
2,DOLARES,24,59,0
2,DOLARES,24,60,0
2,DOLARES,24,61,0
2,DOLARES,24,62,0
2,DOLARES,24,63,0
2,DOLARES,24,64,0
2,DOLARES,24,65,0
2,DOLARES,24,66,0
2,DOLARES,24,67,0
2,DOLARES,24,68,0
2,DOLARES,24,69,0
2,DOLARES,24,70,0
2,DOLARES,24,71,0
2,DOLARES,24,72,0
2,DOLARES,24,73,0
2,DOLARES,24,74,0
2,DOLARES,24,75,0
2,DOLARES,24,76,0
2,DOLARES,24,77,0
2,DOLARES,24,78,0
2,DOLARES,24,79,0
2,DOLARES,24,80,0
2,DOLARES,24,81,0
2,DOLARES,24,82,0
2,DOLARES,24,83,0
2,DOLARES,24,84,0
2,DOLARES,24,85,0
2,DOLARES,24,86,0
2,DOLARES,24,87,0
2,DOLARES,24,88,0
2,DOLARES,24,89,0
2,DOLARES,24,90,0
2,DOLARES,24,91,0
2,DOLARES,24,92,0
2,DOLARES,24,93,0
2,DOLARES,24,94,0
2,DOLARES,24,95,0
2,DOLARES,24,96,0
2,DOLARES,24,97,0
2,DOLARES,24,98,0
2,DOLARES,24,99,0
2,DOLARES,24,100,0
2,DOLARES,24,101,0
2,DOLARES,24,102,0
2,DOLARES,24,103,0
2,DOLARES,24,104,0
2,DOLARES,24,105,0
2,DOLARES,24,106,0
2,DOLARES,24,107,0
2,DOLARES,24,108,0
2,DOLARES,24,109,0
2,DOLARES,24,110,0
2,DOLARES,24,111,0
2,DOLARES,24,112,0
2,DOLARES,24,113,0
2,DOLARES,24,114,0
2,DOLARES,24,115,0
2,DOLARES,24,116,0
2,DOLARES,24,117,0
2,DOLARES,24,118,0
2,DOLARES,24,119,0
2,DOLARES,24,120,0
2,DOLARES,24,121,0
2,DOLARES,24,122,0
2,DOLARES,24,123,0
2,DOLARES,24,124,0
2,DOLARES,24,125,0
2,DOLARES,24,126,0
2,DOLARES,24,127,0
2,DOLARES,24,128,0
2,DOLARES,24,129,0
2,DOLARES,24,130,0
2,DOLARES,24,131,0
2,DOLARES,24,132,0
2,DOLARES,24,133,0
2,DOLARES,24,134,0
2,DOLARES,24,135,0
2,DOLARES,24,136,0
2,DOLARES,24,137,0
2,DOLARES,24,138,0
2,DOLARES,24,139,0
2,DOLARES,24,140,0
2,DOLARES,24,141,0
2,DOLARES,24,142,0
2,DOLARES,24,143,0
2,DOLARES,24,144,0
2,DOLARES,36,1,0
2,DOLARES,36,2,0.003420319
2,DOLARES,36,3,0.003753199
2,DOLARES,36,4,0.004050061
2,DOLARES,36,5,0.004313165
2,DOLARES,36,6,0.004544691
2,DOLARES,36,7,0.004746775
2,DOLARES,36,8,0.004921486
2,DOLARES,36,9,0.005070828
2,DOLARES,36,10,0.005196753
2,DOLARES,36,11,0.005301151
2,DOLARES,36,12,0.00538584
2,DOLARES,36,13,0.005452592
2,DOLARES,36,14,0.005503108
2,DOLARES,36,15,0.005539036
2,DOLARES,36,16,0.005561959
2,DOLARES,36,17,0.005573401
2,DOLARES,36,18,0.005574817
2,DOLARES,36,19,0.005567619
2,DOLARES,36,20,0.00555314
2,DOLARES,36,21,0.005532662
2,DOLARES,36,22,0.005507408
2,DOLARES,36,23,0.005478532
2,DOLARES,36,24,0.005447137
2,DOLARES,36,25,0.005414254
2,DOLARES,36,26,0.005380867
2,DOLARES,36,27,0.005347886
2,DOLARES,36,28,0.005316171
2,DOLARES,36,29,0.00528651
2,DOLARES,36,30,0.005259647
2,DOLARES,36,31,0.005236246
2,DOLARES,36,32,0.005216927
2,DOLARES,36,33,0.005202235
2,DOLARES,36,34,0.005192667
2,DOLARES,36,35,0.005188652
2,DOLARES,36,36,0.005190557
2,DOLARES,36,37,0.005198694
2,DOLARES,36,38,0
2,DOLARES,36,39,0
2,DOLARES,36,40,0
2,DOLARES,36,41,0
2,DOLARES,36,42,0
2,DOLARES,36,43,0
2,DOLARES,36,44,0
2,DOLARES,36,45,0
2,DOLARES,36,46,0
2,DOLARES,36,47,0
2,DOLARES,36,48,0
2,DOLARES,36,49,0
2,DOLARES,36,50,0
2,DOLARES,36,51,0
2,DOLARES,36,52,0
2,DOLARES,36,53,0
2,DOLARES,36,54,0
2,DOLARES,36,55,0
2,DOLARES,36,56,0
2,DOLARES,36,57,0
2,DOLARES,36,58,0
2,DOLARES,36,59,0
2,DOLARES,36,60,0
2,DOLARES,36,61,0
2,DOLARES,36,62,0
2,DOLARES,36,63,0
2,DOLARES,36,64,0
2,DOLARES,36,65,0
2,DOLARES,36,66,0
2,DOLARES,36,67,0
2,DOLARES,36,68,0
2,DOLARES,36,69,0
2,DOLARES,36,70,0
2,DOLARES,36,71,0
2,DOLARES,36,72,0
2,DOLARES,36,73,0
2,DOLARES,36,74,0
2,DOLARES,36,75,0
2,DOLARES,36,76,0
2,DOLARES,36,77,0
2,DOLARES,36,78,0
2,DOLARES,36,79,0
2,DOLARES,36,80,0
2,DOLARES,36,81,0
2,DOLARES,36,82,0
2,DOLARES,36,83,0
2,DOLARES,36,84,0
2,DOLARES,36,85,0
2,DOLARES,36,86,0
2,DOLARES,36,87,0
2,DOLARES,36,88,0
2,DOLARES,36,89,0
2,DOLARES,36,90,0
2,DOLARES,36,91,0
2,DOLARES,36,92,0
2,DOLARES,36,93,0
2,DOLARES,36,94,0
2,DOLARES,36,95,0
2,DOLARES,36,96,0
2,DOLARES,36,97,0
2,DOLARES,36,98,0
2,DOLARES,36,99,0
2,DOLARES,36,100,0
2,DOLARES,36,101,0
2,DOLARES,36,102,0
2,DOLARES,36,103,0
2,DOLARES,36,104,0
2,DOLARES,36,105,0
2,DOLARES,36,106,0
2,DOLARES,36,107,0
2,DOLARES,36,108,0
2,DOLARES,36,109,0
2,DOLARES,36,110,0
2,DOLARES,36,111,0
2,DOLARES,36,112,0
2,DOLARES,36,113,0
2,DOLARES,36,114,0
2,DOLARES,36,115,0
2,DOLARES,36,116,0
2,DOLARES,36,117,0
2,DOLARES,36,118,0
2,DOLARES,36,119,0
2,DOLARES,36,120,0
2,DOLARES,36,121,0
2,DOLARES,36,122,0
2,DOLARES,36,123,0
2,DOLARES,36,124,0
2,DOLARES,36,125,0
2,DOLARES,36,126,0
2,DOLARES,36,127,0
2,DOLARES,36,128,0
2,DOLARES,36,129,0
2,DOLARES,36,130,0
2,DOLARES,36,131,0
2,DOLARES,36,132,0
2,DOLARES,36,133,0
2,DOLARES,36,134,0
2,DOLARES,36,135,0
2,DOLARES,36,136,0
2,DOLARES,36,137,0
2,DOLARES,36,138,0
2,DOLARES,36,139,0
2,DOLARES,36,140,0
2,DOLARES,36,141,0
2,DOLARES,36,142,0
2,DOLARES,36,143,0
2,DOLARES,36,144,0
2,DOLARES,48,1,0
2,DOLARES,48,2,1.35E-63
2,DOLARES,48,3,1.48E-63
2,DOLARES,48,4,1.60E-63
2,DOLARES,48,5,1.70E-63
2,DOLARES,48,6,1.79E-63
2,DOLARES,48,7,1.87E-63
2,DOLARES,48,8,1.94E-63
2,DOLARES,48,9,2.00E-63
2,DOLARES,48,10,2.05E-63
2,DOLARES,48,11,2.09E-63
2,DOLARES,48,12,2.12E-63
2,DOLARES,48,13,2.15E-63
2,DOLARES,48,14,2.17E-63
2,DOLARES,48,15,2.18E-63
2,DOLARES,48,16,2.19E-63
2,DOLARES,48,17,2.20E-63
2,DOLARES,48,18,2.20E-63
2,DOLARES,48,19,2.20E-63
2,DOLARES,48,20,2.19E-63
2,DOLARES,48,21,2.18E-63
2,DOLARES,48,22,2.17E-63
2,DOLARES,48,23,2.16E-63
2,DOLARES,48,24,2.15E-63
2,DOLARES,48,25,2.14E-63
2,DOLARES,48,26,2.12E-63
2,DOLARES,48,27,2.11E-63
2,DOLARES,48,28,2.10E-63
2,DOLARES,48,29,2.09E-63
2,DOLARES,48,30,2.07E-63
2,DOLARES,48,31,2.07E-63
2,DOLARES,48,32,2.06E-63
2,DOLARES,48,33,2.05E-63
2,DOLARES,48,34,2.05E-63
2,DOLARES,48,35,2.05E-63
2,DOLARES,48,36,2.05E-63
2,DOLARES,48,37,2.05E-63
2,DOLARES,48,38,2.06E-63
2,DOLARES,48,39,2.06E-63
2,DOLARES,48,40,2.08E-63
2,DOLARES,48,41,2.09E-63
2,DOLARES,48,42,2.11E-63
2,DOLARES,48,43,2.13E-63
2,DOLARES,48,44,2.15E-63
2,DOLARES,48,45,2.17E-63
2,DOLARES,48,46,2.20E-63
2,DOLARES,48,47,2.23E-63
2,DOLARES,48,48,2.26E-63
2,DOLARES,48,49,2.29E-63
2,DOLARES,48,50,0
2,DOLARES,48,51,0
2,DOLARES,48,52,0
2,DOLARES,48,53,0
2,DOLARES,48,54,0
2,DOLARES,48,55,0
2,DOLARES,48,56,0
2,DOLARES,48,57,0
2,DOLARES,48,58,0
2,DOLARES,48,59,0
2,DOLARES,48,60,0
2,DOLARES,48,61,0
2,DOLARES,48,62,0
2,DOLARES,48,63,0
2,DOLARES,48,64,0
2,DOLARES,48,65,0
2,DOLARES,48,66,0
2,DOLARES,48,67,0
2,DOLARES,48,68,0
2,DOLARES,48,69,0
2,DOLARES,48,70,0
2,DOLARES,48,71,0
2,DOLARES,48,72,0
2,DOLARES,48,73,0
2,DOLARES,48,74,0
2,DOLARES,48,75,0
2,DOLARES,48,76,0
2,DOLARES,48,77,0
2,DOLARES,48,78,0
2,DOLARES,48,79,0
2,DOLARES,48,80,0
2,DOLARES,48,81,0
2,DOLARES,48,82,0
2,DOLARES,48,83,0
2,DOLARES,48,84,0
2,DOLARES,48,85,0
2,DOLARES,48,86,0
2,DOLARES,48,87,0
2,DOLARES,48,88,0
2,DOLARES,48,89,0
2,DOLARES,48,90,0
2,DOLARES,48,91,0
2,DOLARES,48,92,0
2,DOLARES,48,93,0
2,DOLARES,48,94,0
2,DOLARES,48,95,0
2,DOLARES,48,96,0
2,DOLARES,48,97,0
2,DOLARES,48,98,0
2,DOLARES,48,99,0
2,DOLARES,48,100,0
2,DOLARES,48,101,0
2,DOLARES,48,102,0
2,DOLARES,48,103,0
2,DOLARES,48,104,0
2,DOLARES,48,105,0
2,DOLARES,48,106,0
2,DOLARES,48,107,0
2,DOLARES,48,108,0
2,DOLARES,48,109,0
2,DOLARES,48,110,0
2,DOLARES,48,111,0
2,DOLARES,48,112,0
2,DOLARES,48,113,0
2,DOLARES,48,114,0
2,DOLARES,48,115,0
2,DOLARES,48,116,0
2,DOLARES,48,117,0
2,DOLARES,48,118,0
2,DOLARES,48,119,0
2,DOLARES,48,120,0
2,DOLARES,48,121,0
2,DOLARES,48,122,0
2,DOLARES,48,123,0
2,DOLARES,48,124,0
2,DOLARES,48,125,0
2,DOLARES,48,126,0
2,DOLARES,48,127,0
2,DOLARES,48,128,0
2,DOLARES,48,129,0
2,DOLARES,48,130,0
2,DOLARES,48,131,0
2,DOLARES,48,132,0
2,DOLARES,48,133,0
2,DOLARES,48,134,0
2,DOLARES,48,135,0
2,DOLARES,48,136,0
2,DOLARES,48,137,0
2,DOLARES,48,138,0
2,DOLARES,48,139,0
2,DOLARES,48,140,0
2,DOLARES,48,141,0
2,DOLARES,48,142,0
2,DOLARES,48,143,0
2,DOLARES,48,144,0
2,DOLARES,60,1,0
2,DOLARES,60,2,1.35E-63
2,DOLARES,60,3,1.48E-63
2,DOLARES,60,4,1.60E-63
2,DOLARES,60,5,1.70E-63
2,DOLARES,60,6,1.79E-63
2,DOLARES,60,7,1.87E-63
2,DOLARES,60,8,1.94E-63
2,DOLARES,60,9,2.00E-63
2,DOLARES,60,10,2.05E-63
2,DOLARES,60,11,2.09E-63
2,DOLARES,60,12,2.12E-63
2,DOLARES,60,13,2.15E-63
2,DOLARES,60,14,2.17E-63
